kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"Dimulai dari sini, gua langsung kepikiran sama si anak jurig aka Kim Gimyong https://t.co/nDm7kCxSl4","Dari sini aja, gua langsung kepikiran si anak jurig alias Kim Gimyong https://t.co/nDm7kCxSl4","Mulai di sini, gue auto inget ka si anak jurig, aka Kim Gimyong https://t.co/nDm7kCxSl4","Pas liat ini, gua langsung keinget kana si anak jurig a.k.a. Kim Gimyong https://t.co/nDm7kCxSl4","Dimulai dari sini mah, gue langsung kepikiran teh si anak jurig, alias Kim Gimyong https://t.co/nDm7kCxSl4","Baru sampai sini, gua jadi inget si anak jurig atuh, aka Kim Gimyong https://t.co/nDm7kCxSl4",not hate speech
anjiw celana pembagian kegedeannya segede sebelah kakinya bisa jadi rok span aing,"Anjiw, celana pembagianna kegedean pisan; sapotong kakinana wae segede gitu, bisa dijadiin rok span keur aing.","Anjir, celana jatah teh gede teuing, hiji sisi kakinya wae udah cukup jadi rok span aing.","Anjiw, kebagian celana gede pisan; satu sisi kaki doang mah bisa langsung dijahit jadi rok span keur aing.","Anjiw, eta celana pembagian kegedean; sakakina wae segede gini, bisa kepake jadi rok span ku aing.","Anjiw, celana hasil bagi-bagian teh kelebaran, satu kaki doang segede gitu mah udah cukup buat rok span aing.",not hate speech
Bjir.... Jurig juga kesepian sampe ngebiasin cowo ganteng biar ga kesepian 🥹🥹🥹,"Bjir... jurig oge kesepian, sampe ngikutin cowo ganteng biar teu sepi 🥹🥹🥹","Anjir, jurig ge kesepian, nepi ka nempel di cowo ganteng supaya ga sepi 🥹🥹🥹","Bjirrr, jurig mah kesepian pisan, sampe ngerasukin cowo ganteng biar ga kesepian 🥹🥹🥹","Astagaa, jurig teh sepi teuing, nepi ka milih cowo ganteng keur ditemenin biar ga sepi 🥹🥹🥹","Anjirrr... jurig oge kesepian, sampe ngintilin cowo ganteng supaya teu kesepian 🥹🥹🥹",not hate speech
USER anj kan bener ada jurig malem,USER anjir kan bener ada jurig malem,"USER anj, ternyata bener aya jurig peuting",USER anjay bener kan ada jurig di malem,"USER anjir euy, emang bener aya jurig peuting",USER anj kan beneran aya jurig pas malem,not hate speech
"setelah gue liat ternyata cuma punya 2500 coa😁 kurangnya banyak jg, kanjut☺️","Abis gue cek, tétéla mah cuma 2500 coa😁 kurangna loba jg, kanjut we☺️","Sanggeus gue liat, nyatana ngan 2500 coa😁 kurangna masih loba pisan, kanjutkeun☺️","Tadi gue baca, eh tétéla cuma 2500 coa😁 kurangnya banyak juga, lanjut atuh☺️","Setelah gue cek, tétéla 2500 coa doang😁 kurangna kénéh loba jg, kanjut we deui☺️","Gue udah liat, nyatana ukur 2500 coa😁 kurangna seueur jg, kanjutkeun atuh☺️",not hate speech
"Keputer lagu itu keinget dulu hape aing masih cybershot ngedengerin dijero angkot cikudapateh pas smp, jir aing geus bapa bapa 😭😭","Pas eta lagu keputer, kapikiran jaman HP aing masih Cybershot, sok ngadenge di jero angkot Cikudapateh pas SMP, jir aing ayeuna geus bapak-bapak 😭😭","Denger lagu eta langsung inget masa SMP, HP aing keneh Cybershot, ngadenge na angkot Cikudapateh, anjir ayeuna mah aing geus bapa-bapa 😭😭","Waktu lagu itu diputer, auto flashback: jaman SMP didengerin di dalem angkot Cikudapateuh maké HP Cybershot, jir aing ayeuna geus bapa-bapa 😭😭","Eta lagu diputer teh ngagebray memori, jaman HP aing masih Sony Ericsson Cybershot, didengerin di angkot Cikudapateh pas SMP, anjir ayeuna geus bapak-bapak wae 😭😭","Lagu eta nyieun inget ka baheula, SMP mah aing sok ngadenge di jero angkot Cikudapateh make HP Cybershot, jir ayeuna karasa aing geus bapa-bapa 😭😭",not hate speech
"deminya aing lg bdmd besar sm si ezi tp suster keknya lg telponan gituan, aing kan diruang tamu ya krn kasur akeu dipipisin kuzo jd lg dijemur krn abis di cuci. AING LG DI SOFA SCROLL TIKTOK DAN TBTB AING MENDENGAR SUARA U GENG KNOW DARI KAMAR SUSTER AING TERGANGGU BGT. https://t.co/bZgSY2epNV","Demi nya, aing lg bdmd besar sm si Ezi, tapi suster kyknya lg telponan gituan. Aing di ruang tamu soalnya kasur akeu dipipisin ku Zo jd lagi dijemur abis dicuci. AING DI SOFA SCROLL TIKTOK, TBTB kadenge suara u geng know ti kamar suster, aing keganggu pisan.","Barusan aing bdmd besar bareng si Ezi, eh suster siga-na keur telponan gituan. Aing mah di ruang tamu wae, soalnya kasur akeu dipipisin ku Zo jadi dijemur krn baru dicuci. Di sofa sambil scroll TikTok, tbtb aya sora u geng know ti kamar suster, ngaganggu bgt.","Aing lg bdmd besar sm Ezi, terus suster keknya lagi telponan anu-anu. Aing kan di ruang tamu krn kasur akeu dipipisin ku Zo jd dijemur abis dicuci. Di sofa scroll TikTok, tbtb kadenger suara u geng know dari kamar suster, aing terganggu pisan.","Demi aing, lagi bdmd besar sama si Ezi, tapi suster kyknya telponan gituan. Soalnya aing di ruang tamu, kasur akeu dipipisin ku Zo jd lagi dijemur krn barusan dicuci. Lagi selonjoran di sofa scroll TikTok, tbtb aya sora u geng know ti kamar suster, ganggu kabeh.","Lagi bdmd besar sm Ezi, demi, suster teh siga-na keur telponan gituan. Aing di ruang tamu wae, lantaran kasur akeu dipipisin ku Zo jadi keur dijemur sabab anyar dicuci. Di sofa aing scroll TikTok, tbtb ngadenge u geng know ti kamar suster, ngeganggu parah.",not hate speech
USER Ehhh kehed ngAlutak. Sia nyingkir aying ti GAZA. Teboga benget sugan BAHELA GES TULUNGAN SIA KALAH NGALUTAK AYENA. KOS KACANG LUPA KULIT. GES DIBERE HATE MENTA JAJANTUNG GOBLOG,"USER Eh kehed, dasar ngalutak wé. Sia geus nyingkirkeun aying ti GAZA. Teu boga beungeut? Baheula gé geus tulungan sia, ayeuna kalah NGALUTAK. KOS KACANG LUPA KULIT. Geus dibéré hate, menta jajantung, goblog.","USER Euy kehed, sia ngaleungitkeun aying ti GAZA. TEBOGA BENGET? BAHELA geus nulungan sia, ayeuna mah kalah ngalutak. Kaya kacang poho kulitna. Geus dibere hate, masih kénéh menta jantung, goblog.","USER Hei kehed, tukang NGALUTAK. Sia ngusir aying ti GAZA. Sugan bahela geus tulungan sia, ayeuna malah sok ngalutak. Kos kacang nu poho kulitna. Dibéré hate, menta jajantung kénéh, goblog.","USER Ehhh kehed, sia NGANYINGKIRKEUN aying ti GAZA. Teu boga benget pisan, padahal baheula geus nulungan sia, ayeuna KALAH NGALUTAK. KAYAK kacang lupa kulit. Geus dibere hate, langsung menta jantung, goblog.","USER Eh kehed ngagulawenthah, sia nyingkirkeun aying ti GAZA. Baheula geus tulungan sia, ayeuna gé ngelutak wé. Kos kacang lupa kulit. Geus dibere hate, menta jajantung, GOBLOG.",hate speech
USER USER ga gitu hitungan pajaknya🤡🤡🤡🤡  lah elu sendiri main di industri apa kehed…  kripto tuh pajaknya per transaksi.. bukan per profit kaya yg nenek lu ajarin,"USER USER bukan gitu cara ngitung pajaknya 🤡🤡 lah lu sendiri di industri apa sih, kehed; kripto tuh pajaknya per transaksi, bukan per profit kaya yang nenek lu ajarin","USER USER hitungan pajak tuh bukan begitu, goblok; maneh di industri naon atuh? 🤡 kripto mah dipajakin per transaksi, lain per profit siga nu nenek lu ajarkeun","USER USER woy, ga gitu atuh ngitung pajak 🤡🤡; lu main di industri apaan, kehed? pajak kripto itu per transaksi, bukan per untung kayak nenek lu bilang","USER USER salah total cara hitung pajak lu 🤡; sia teh di industri naon, kehed? kripto mah pajakna per transaksi, lain per profit ceuk nenek lu","USER USER melek dikit lah, bukan begitu ngitung pajak 🤡🤡🤡; elu kerja di industri apa, kehed… kripto tuh dipajakin per transaksi, bukan per profit kaya yang nenek lu ajarin",hate speech
USER tapi bagus juga si marketingnya buat yg muak denger iklan jurig mulu apa lagi kalo udah malem 😂,"USER marketingna lumayan jago sih keur nu muak denger iklan jurig terus, apalagi pas peuting 😂","USER cara marketingnya oke juga buat yang bosen denger iklan jurig mulu, apalagi kalo malem-malem 😆","USER mantap oge strategi marketingna pikeun nu eneg denger iklan jurig wae, utamana mun geus peuting 😂","USER ya lumayan sih marketingnya, cocok keur yg kesel denger iklan jurig terus-terusan, lebih-lebih pas malem 😅","USER tetep kepake nih marketingnya buat yg udah capek denger iklan jurig mulu, khususnya kalo udah peuting 😴",not hate speech
"Kalo circle pertemanannya aja pada ninggalin dia &amp pada bilang aing ge pernah beunang"" gimana coba? 🤣 Hirup teu gableg kaera nya heran hiii nauzubillah nauzubillah""","Kalo circle pertemanannya aja pada ninggalin dia, tapi masih nyebut ""aing ge pernah beunang"", gimana coba? 🤣 Hirup teu gableg, teu kaéra, heran euy, hiii naudzubillah naudzubillah","Circle temenan-na wae geus pada cabut ti maneh, terus ngomong ""aing oge kungsi beunang"", kumaha atuh? 🤣 Hirup mah teu gableg, kaéra kamana, hiii nauzubillah naudzubillah","Temen circle-nya udah pada ninggalin si eta, tapi masih belagu ""aing ge pernah beunang"", kumaha coba? 🤣 Hirup teu gableg, teu boga kaéra, heran pisan, hiii naudzubillah naudzubillah","Kalo tongkrongan-na bae ninggalin dia, eh sok nyebut ""aing ge kantos beunang"", kumaha we? 🤣 Hirup teu gableg, kaéra ge teu aya, hiii naudzubillah nauzubillah","Circle pertemanan udah pada ninggalin, tapi masih bangga nyebut ""aing ge pernah beunang"", kumaha atuh? 🤣 Hirup teu gableg, teu kaéra nya, heran hiii naudzubillah naudzubillah",not hate speech
"Ditunggu gebrakannya aslan. Eh btw kepo kok sirkelnya aslan manggilnya plok"""" - HAHAHA tunggu yaaaw, sorry meeeen tapi plok itu koplok panjangnya, kayak kata lain dari goblok, GUE lupa siapa yang memulai hal itu tapi gue suka pake ke temen-... #tellonym  https://t.co/atIUYRZ1Ei","Nunggu gebrakan Aslan nih. Btw kepo, kenapa di circle-nya Aslan pada manggil 'plok'? Wkwk sabar yaaa, sori men, 'plok' teh asalna ti 'koplok' nu dipanjangin, kayak padanan kata 'goblok'. Gua lupa siapa yang mulai, tapi gua demen pake ke temen-temen. #tellonym https://t.co/atIUYRZ1Ei","Ditunggu ya move-nya Aslan. Eh btw aku kepo, kok sirkelnya Aslan nyebutnya 'plok'? HAHAHA bentar yaw, maap meeen, 'plok' itu asalna koplok nu dipanjangkeun, semacam kata lain dari 'goblok'. Gue lupa siapa yang ngaruhin, tapi sering gue pake ke sobat we. #tellonym https://t.co/atIUYRZ1Ei","Sabar nunggu gebrakan Aslan atuh. Btw penasaran, di sirkelnya Aslan kenapa manggil 'plok'? Hahaha tunggu heula, sorry bro, 'plok' mah ti 'koplok' panjang, mirip sama kata 'goblok'. GUE teuing saha nu ngamimitian, tapi gue suka pake buat temen. #tellonym https://t.co/atIUYRZ1Ei","Siap ditunggu gebrakannya Aslan. Eh kepo pisan, kok gengnya Aslan nyebut 'plok'? Wkwk ntar heula yaw, sori men, soalnya 'plok' teh ti 'koplok' nu dipanjangin, kaya sinonim 'goblok'. GUE poho saha nu mimiti, tapi gue sering make ka babaturan. #tellonym https://t.co/atIUYRZ1Ei","Masih nunggu gebrak Aslan. Btw kenapa sih circle Aslan manggilnya 'plok'? HAHAHA sabar yaaw, sorry men, 'plok' teh 'koplok' nu dipanjangin, kayak versi lain dari 'goblok'. Gue lupa siapa yang mulai, tapi gue emang pake ke temen2. #tellonym https://t.co/atIUYRZ1Ei",not hate speech
USER Jgn sampe anak jurig liat ini,USER Ulah nepi ka anak jurig liat ieu,USER Jgn sampe ini katingali ku anak jurig,USER Tong dugi ka anak jurig lihat ieu,USER Jangan nepi ka anak jurig ningali ini,USER Teu meunang ini katingali ku anak jurig,not hate speech
"USER Klo kata org sunda mah beuteung seubeuh, duit weteuh, kanjut baseuh"", kayaknya itu type celeng.... 😜😜😜""","USER Ceuk urang Sunda mah: beuteung seubeuh, duit weteuh, kanjut baseuh—sigana eta tipe celeng 😜😜","USER Menurut org Sunda mah beuteung seubeuh, duit weteuh, kanjut baseuh; kayanya itu type celeng.","USER Kata urang Sunda: beuteung seubeuh, duit weteuh, kanjut baseuh, kayanya eta teh tipe celeng 😜","USER Klo nurut org Sunda mah, beuteung seubeuh, duit weteuh, kanjut baseuh—kyknya eta tipe celeng.","USER Klo kata urang Sunda mah beuteung seubeuh, duit weteuh, kanjut baseuh; sigana eta teh type celeng 😜😜",not hate speech
USER USER WKWKWKWKWK itu tuh sebenernya inceran terus soalnya ada jurig di dalem 😭😭😭,"USER USER wkwkwk eta mah sebenerna jadi inceran mulu, soalnya aya jurig di dalemna 😭😭😭","USER USER WKWK itu teh dari kemaren diincer wae, sabab aya jurig di jero 😭😭😭",USER USER wkwkwkwk sebenerna itu sok jadi inceran terus gara2 aya jurig di dalem 😭😭😭,"USER USER WKWKWK eta teh inceran terus, lantaran di dalamna aya jurig 😭😭😭","USER USER wkwk itu tuh emang diincer mulu, soalnya aya jurig di jerona 😭😭😭",not hate speech
"Udh di tahap hidup pengen tenang dan mengurangi gegeremet di hati tbtb si jurig secircle sama beberapa temen di IG yg dimana sering bgt mukanya muncul di story. Cape sayaaaah, emang boleh hidup setenang itu cenah 🥹🙏🏼","Lagi di fase hidup pengen tenang, ngurangan gegeremet di hati, eh tbtb aya si jurig secircle jeung sababaraha temen di IG nu muka-na sok muncul wae di story. Cape sayaaaah, emang boleh hirup setenang kitu cenah 🥹🙏🏼","Udah sampe tahap hayang tenang, ngirangan gegeremet di jero hate, tau-tau si jurig di circle bareng temen IG nu nongol mulu di story. Capek akuuuh, emang bisa hirup santenang kitu cenah 🥹🙏🏼","Pengen hirup rada kalem, ngurangin gegeremet di hati, tbtb muncul deui si jurig secircle jeung sababaraha sobat IG nu sering pisan katingali di story. Cape pisan, emang kudu hirup setenang eta cenah 🥹🙏🏼","Di momen hayang tenang jeung ngaleutikan gegeremet di hate, tbtb aya wae si jurig sakircle plus temen-temen IG nu mukanya sok mucunghul di story. Cape euy, emang meunang hirup satenang kitu cenah 🥹🙏🏼","Sekarang mah pengennya tenang, ngurangan gegeremet di hati, eh tbtb si jurig satu circle jeung beberapa temen IG nu muka-na sering bgt nyelip di story. Cape bener, emang we bisa hirup setenang eta cenah 🥹🙏🏼",not hate speech
"USER Halahh bacot, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember Jirrr lah Fak kata gue teh, project najis SUNGUT SIA BAU CUBLUK ANYINGG. BUBARRR BUBARRRRR","Halah loba bacot, ongkoh distri saméméh listing, nyatana mah amburadul; eh ayeuna diundur deui. Katanya tanggal 28 distri, padahal geus listing ti harita kénéh, ayeuna malah diundur ka bulan Desember. Jirr, fak kata gue, project najis. SUNGUT SIA BAU CUBLUK ANYING, BUBARRR!","Halah bacot we, distri saméméh listing téh naon atuh, nyatana oge ngawaduk; hayoh we diundur. Bilang 28 distri, padahal ti baheula kénéh geus listing, ayeuna diundur deui ka Desember. JIRR FAK, project najis. SUNGUT SIA BAU CUBLUK ANYING, BUBARRR!","Halah bacot pisan, ongkoh rek distri saméméh listing, kenyataan-na kacau balau, terus we diundur. Dibilang tanggal 28 distri padahal geus listing ti harita, kiwari diundur deui ka bulan Desember. Jirr lah fak, project najis. SUNGUT SIA BAU CUBLUK ANYING, BUBAR WE!","Halah ngomong doang, distri saméméh listing téh ngaco, faktana oge amburadul; eh malah diundur. Janjina 28 distri, padahal geus listing ti baheula kénéh, ayeuna diundur deui ka Desember. JIRR FAK, project najis. SUNGUT SIA BAU CUBLUK ANYING, BUBARRRR!","Halah bacotan, ongkoh distri sateuacan listing bari nyatana berantakan, ujug-ujug diundur. Katana tanggal 28 distri, padahal geus listing ti harita kénéh, ayeuna diundur deui ka bulan Desember. Jirr, fak kata gue, project najis! SUNGUT SIA BAU CUBLUK ANYING, BUBAR KEUN!",hate speech
"Yakali ga syok ketemu lu bang, kek liat jurig kita bang liat orang ganteng","Ya kali nggak kaget ketemu lu, bang, kaya liat jurig; kita mah lagi liat orang ganteng.","Ya kali teu syok pas papanggih jeung lu, bang; asa ningali jurig, padahal urang teh nempo nu ganteng.","Yakali ga kaget jumpa lu bang, serasa nempo jurig, padahal kita lagi liat cowok ganteng.","Yaelah, masa nggak syok ketemu lu bang; asa nenjo jurig, padahal nu dihareupeun mah ganteng.","Yakali moal kaget ketemu lu, bang; siga ningali jurig, padahal urang keur mandang nu kasep.",not hate speech
USER Manguni emang si oramas koplok nu ngabantai umat islam di poso,USER Manguni teh ormas koplok nu ngabantai umat islam di Poso,"USER Si Manguni eta ormas goblok, nu geus ngabantai umat islam di poso","USER Ormas Manguni memang koplok, nu ngabantai umat Islam di Poso",USER Manguni mah oramas belegug nu ngabantai umat islam di poso,"USER Eta ormas Manguni koplok pisan, nu ngabantai umat Islam di Poso",hate speech
"emang sepertinya ditodong sama SM bajingan, puki, pukimak, kanjut","Kayaknya emang ditodong ku si SM, bajingan; puki, pukimak, kanjut!","Sigana mah ditodong ku SM, bajingan, puki, pukimak, kanjut.","Emang sepertinya kena todong ku SM, bajingan — puki, pukimak, kanjut.","Sepertinya bener ditodong ku SM atuh, bajingan, puki, pukimak, kanjut.","Emang kayakna ditodongin sama SM euy, bajingan; puki, pukimak, kanjut.",hate speech
"Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"".   Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Kehed maneh anjing","Paylater pinjol mah sami we, baru telat sabaraha poé, langsung di-spam telpon, diteror WA/SMS, bla bla, ngancem “bayar gak atau sekarang blokir SLIK OJK”. Pas geus dilunasin kabeh, malah ditawarin pinjeman anyar 10–20 kali lipat. Kehed maneh anjing","Emang si paylater/pinjol kitu: telat sababaraha hari wae, call spam, terror WA, SMS, bla bla, anceman “bayar gak, kalo gak skrg blokir SLIK OJK”. Giliran geus lunas, langsung ditawarin utang 10–20x lipet. Sia kehed anjing","Namanya paylater pinjol teh, telat sakeudeung wae, langsung dibombardir telpon, WA, SMS, bla bla, dibilang “bayar gak, kalau gak sekarang blokir SLIK OJK”. Begitu lunas kabeh, ditawarin deui utang 10–20 kali lipat. Goblog maneh anjing","Pinjol paylater mah gitu, telat dikit we 2–3 poé, spam call, terror WA/SMS, ocehan “bayar gak atau skrg blokir SLIK OJK”. Tapi pas dilunasin semua, datang tawaran anyar 10–20x lipet. Kehed sia anjing","Paylater/pinjol apaan, telat sakedap ge langsung ditelepon terus, WA, SMS, bla bla, ancem “bayar gak? kalo gak sekarang blokir SLIK OJK”. Hiji-hiji dilunasi, eh malah ditawarin pinjaman anyar 10–20x lipat. Maneh kehed anjing",hate speech
"USER DASAR JURIG, SETAN, IBLIS, KUYANG PUASSS KAN LOOOOOOO RASAINNN","USER DASAR JURIG, SETAN, IBLIS, KUYANG! PUAS KAN LO, RASAINNN!","USER SIA JURIG SETAN IBLIS KUYANG, PUAS TEH KAN LO? RASAKEUN ATUH!","USER EMANG JURIG, SETAN, IBLIS, KUYANG. PUAS GEH KAN LO, RASAIN AJA!","USER MEMANG JURIG SETAN IBLIS KUYANG! PUAS YA LO, RASAKEUN WEH!","USER HEH JURIG SETAN IBLIS KUYANG, PUASSS KAN LOOOOO? RASAKEUN!",hate speech
