kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"Dimulai dari sini, gua langsung kepikiran sama si anak jurig aka Kim Gimyong https://t.co/nDm7kCxSl4","Dari sini mah gue jadi inget banget sama si anak lucu itu, Kim Gimyong https://t.co/nDm7kCxSl4","Mulai dari bagian ini, langsung kebayang deh sama si anak imut Kim Gimyong https://t.co/nDm7kCxSl4","Pas baca ini, gua langsung teringat sama si bocah menggemaskan Kim Gimyong https://t.co/nDm7kCxSl4","Dimulai ti dieu, gue jadi mikirin deui si anak pinter Kim Gimyong https://t.co/nDm7kCxSl4","Dari sini teh, gua otomatis kepikiran sama si anak baik hati Kim Gimyong https://t.co/nDm7kCxSl4",not hate speech
anjiw celana pembagian kegedeannya segede sebelah kakinya bisa jadi rok span aing,"astaga celana pembagiannya kegedean pisan, segede sabelah suku bisa dijadiin rok span we","anjir celana gratisannya gede banget ya, sampe sebesar sebelah kaki bisa dipake jadi rok span euy","wih celana pembagiannya kegedean teuing, sagede hiji suku teh bisa jadi rok span mah","yaampun celana bantuan kegedeannya keterlaluan, segede sebelah betis bisa dipake rok span kitu","duh celana pembagian ukurannya salah kayaknya, kegedean sampe sebesar paha bisa jadi rok span ge",not hate speech
Bjir.... Jurig juga kesepian sampe ngebiasin cowo ganteng biar ga kesepian 🥹🥹🥹,"Wah... kunti ge butuh teman rupanya, makanya ngeganggu cowok cakep biar ada yang nemenin 😅😅😅","Astaga... hantu juga ternyata pengen punya pacar, sampe nyari cowo ganteng segala 😭😭😭","Aduh... pocong ge ngarasa sepi kali ya, jadi ngincer cowok tampan buat jadi temen 🤧🤧🤧","Ya ampun... setan juga butuh perhatian ternyata, sampe gangguin cowo cakep biar ga sendiri 😢😢😢","Duh... kuntilanak ge pengen dicintai kayaknya, makanya cari cowok ganteng buat nemenin 💔💔💔",not hate speech
USER anj kan bener ada jurig malem,USER astaga bener aya jurig peuting tea,USER waduh kan beneran aya hantu wengi,USER duh serem euy bener aya jurig malem,USER ih ngeri kan emang beneran aya jurig peuting,USER ya ampun bener wae aya dedemit wengi tea,not hate speech
"setelah gue liat ternyata cuma punya 2500 coa😁 kurangnya banyak jg, kanjut☺️","abis gue cek ternyata cuma aya 2500 coa aja😅 masih kurang pisan euy, tapi gas terus lah☺️","setelah dicek eh ternyata cuma boga 2500 coa doang😊 kurangna lumayan juga sih, tapi terusin aja dulu☺️","habis gue liat ternyata cuma dapet 2500 coa😄 kurangnya banyak banget nih, tapi lanjut aja ya☺️","pas gue check ternyata cuma aya 2500 coa weh😁 masih kurang jauh euy, tapi hayu terus☺️","setelah dicek ulang cuma bisa dapet 2500 coa😊 kurangna masih banyak pisan, tapi gaskeun terus☺️",not hate speech
"Keputer lagu itu keinget dulu hape aing masih cybershot ngedengerin dijero angkot cikudapateh pas smp, jir aing geus bapa bapa 😭😭","Keputer lagu itu langsung nostalgia, inget jaman hape aing masih cybershot dulu, sering diputer di angkot cikudapateh pas SMP. Sekarang mah udah jadi bapak-bapak, time flies banget ya 😅","Denger lagu ini tuh bikin kangen masa SMP dulu, hape masih cybershot dipake dengerin musik di angkot cikudapateh. Astaga sekarang geus jadi bapak keluarga, cepet pisan waktu teh 😢","Lagu ieu mah selalu bikin flashback ke jaman SMP, pas hape aing masih cybershot suka diputer di angkot cikudapateh. Lucu juga ya, dulu masih bocah sekarang udah ada anak 😊","Auto keinget masa remaja nih dengerin lagu ini, jaman hape cybershot masih jadi andalan buat musik di angkot cikudapateh. Gila ya umur, rasanya baru kemarin SMP eh udah jadi ayah 🥺","Setiap denger lagu ini pasti inget masa-masa indah SMP dulu, hape cybershot dipake soundtrack perjalanan angkot cikudapateh. Ternyata hidup cepet banget berubah, dari anak sekolahan jadi kepala keluarga 😌",not hate speech
"deminya aing lg bdmd besar sm si ezi tp suster keknya lg telponan gituan, aing kan diruang tamu ya krn kasur akeu dipipisin kuzo jd lg dijemur krn abis di cuci. AING LG DI SOFA SCROLL TIKTOK DAN TBTB AING MENDENGAR SUARA U GENG KNOW DARI KAMAR SUSTER AING TERGANGGU BGT. https://t.co/bZgSY2epNV","deminya aing lg bdmd besar sm si ezi tp suster kayaknya lg telponan gt, aing kan diruang tamu krn kasur ku dipipisin kuzo jd lg dijemur abis dicuci. aing lg di sofa nonton tiktok terus tiba2 denger suara aneh dr kamar suster, agak risih sih dengernya.","astaga aing lg pengen bdmd tenang sama si ezi eh suster malah lg telponan, aing di ruang tamu soalnya kasur aing basah kena pipis kuzo makanya lg dijemur. lagi asik scroll tiktok di sofa tau2 ada suara gimana gitu dari kamar suster, bikin ga nyaman aja dengernya.","waduh aing lg mau bdmd nyaman sm si ezi tapi suster lagi sibuk telponan, aing duduk di ruang tamu kan kasur ku kena ompol kuzo jadi lagi dijemur habis dicuci. pas lagi santai di sofa main tiktok eh denger suara aneh dari kamar suster, jadi kurang enak suasananya.","yaampun aing lg pengen bdmd damai sama si ezi tapi suster kayaknya lagi busy telponan gitu, aing di ruang tamu soalnya kasur aing basah kena pipis kuzo makanya dijemur dulu. lagi enak2 di sofa liat tiktok tiba2 kedengeran suara gimana gt dari kamar suster, bikin kurang fokus jadinya.","duh aing lg mau bdmd santai sm si ezi eh susternya malah lagi telponan, aing kan duduk di ruang tamu karena kasur ku basah abis dipipisin kuzo jadi lg dijemur. pas lagi rileks di sofa scroll2 tiktok tau2 ada bunyi aneh dari kamar suster, jadi agak terganggu konsentrasinya.",not hate speech
USER Ehhh kehed ngAlutak. Sia nyingkir aying ti GAZA. Teboga benget sugan BAHELA GES TULUNGAN SIA KALAH NGALUTAK AYENA. KOS KACANG LUPA KULIT. GES DIBERE HATE MENTA JAJANTUNG GOBLOG,"Anjir kehed banget ngalutak sia teh. Pindah wae ti GAZA sono, dasar tukang nyusahin. Sugan aya nu tulungan sia kalah ngalutak ayeuna mah. Kacang lupa kulit emang, udah dikasih tempat malah minta lebih goblog","Astaga kehed pisan ngalutakna. Sia mending nyingkir ti GAZA teh, ngeselin banget. Teboga wae benget sugan aya nu bela sia kalah ngalutak kitu. Dasar kacang lupa kulit, dikasih hate malah menta jajantung, bego pisan","Ih kehed banget ah ngalutakna. Pindah sono ti GAZA, cape deh liatnya. Moga-moga wae benget aya nu tulungan sia kalah ngalutak. Emang sih kacang lupa kulit, udah dibere hate eh malah nuntut jajantung, tolol","Kehed teuing sia ngalutak kitu. Mending cabut wae ti GAZA, bikin pusing. Mudah-mudahan benget sugan aya nu bela sia kalah ngalutak ayeuna. Dasar kos kacang lupa kulit emang, dikasih kesempatan malah demanding goblok","Edan kehed ngalutakna sia teh. Pergi sono ti GAZA, males banget ngeliatnya. Semoga wae benget sugan BAHELA nu tulungan sia kalah ngalutak. Emang kacang lupa kulit banget, udah dibantu malah minta macem-macem, stupid",hate speech
USER USER ga gitu hitungan pajaknya🤡🤡🤡🤡  lah elu sendiri main di industri apa kehed…  kripto tuh pajaknya per transaksi.. bukan per profit kaya yg nenek lu ajarin,"USER USER salah banget nih cara ngitung pajaknya wkwk bodoh amat sih... lu kerja dimana anjing? kripto mah pajaknya tiap transaksi, bukan per profit kaya yang emak lu ngajarin tuh","USER USER bego banget dah ngomong pajak 🤡 dasar ga ngerti... lu main dimana aja kehed bangsat? crypto tuh kena pajak per transaksi, bukan liat untung rugi kaya yang nenek lu bilang","USER USER tolol parah ngitung pajaknya kayak gini 😂 tai kucing lu... industri apa sih lu maennya? kripto pajak per transaksi lah kontol, bukan nunggu profit segala macam","USER USER dungu banget anjir cara hitungnya 🤡🤡 bangke emang... lu di bidang naon atuh kehed? crypto mah pajak tiap trade, bukan liat keuntungan doang kaya yang nyokap lu ajarin","USER USER goblok amat nih soal pajak wkwkwk... dasar tai anjing lu main dimana? kripto tuh pajaknya setiap transaksi bangsat, bukan per profit kaya omongan nenek lu",hate speech
USER tapi bagus juga si marketingnya buat yg muak denger iklan jurig mulu apa lagi kalo udah malem 😂,"USER wah kreatif juga nih marketing strateginya, cocok buat jalma nu bosen dengerin iklan hantu terus apalagi pas tengah malem 😅","USER lumayan smart juga approach marketingnya, pas banget buat urang nu udah capek sama iklan seram mulu especially kalo jam tidur 👍","USER ternyata oke juga konsep pemasarannya, relatable banget sama nu udah fed up dengerin iklan mistis terus terutama waktu larut malem 😄","USER actually brilliant sih ide marketingnya, ngena banget buat jalma nu jenuh sama iklan horror mulu apalagi di jam-jam sepi gini 💯","USER gak nyangka bagus juga execution pemasarannya, on point banget buat urang nu muak sama iklan jurig berkali-kali especially malem-malem 🔥",not hate speech
"Kalo circle pertemanannya aja pada ninggalin dia &amp pada bilang aing ge pernah beunang"" gimana coba? 🤣 Hirup teu gableg kaera nya heran hiii nauzubillah nauzubillah""","Circle pertemanannya mah udah pada menjauh, bilang aing teu pernah beunang gitu.. hirup teu gableg memang kasihan si 😅","Kalo temen-temennya pada ninggalin terus bilang ""aing ge pernah beunang"" kumaha atuh? Hirup teu gableg mah wajar aja heran 😂","Circle dia mah udah pada cabut, ngomongnya ""aing ge tau beunang"" gitu.. ya gimana dong hirup teu gableg kaera nya bingung 🤔",Pertemanannya aja pada minggat bilang aing ge pernah beunang segala.. hirup teu gableg emang bikin heran aja sih 😐,"Temen-temennya udah pada pergi ninggalin dia, ngomong ""aing ge pernah beunang"".. ya wajar lah hirup teu gableg kaera jadi bingung gitu 🙃",not hate speech
"Ditunggu gebrakannya aslan. Eh btw kepo kok sirkelnya aslan manggilnya plok"""" - HAHAHA tunggu yaaaw, sorry meeeen tapi plok itu koplok panjangnya, kayak kata lain dari goblok, GUE lupa siapa yang memulai hal itu tapi gue suka pake ke temen-... #tellonym  https://t.co/atIUYRZ1Ei","Ditunggu terobosan barunya aslan! Eh btw penasaran kenapa circle-nya aslan manggilnya ""plok"" hehe - OH IYAA tunggu deh, maaf ya tapi plok tuh singkatan koplok, semacam sebutan lucu aja kayak goblok gitu, lupa siapa yang mulai tapi seru dipake sama temen-temen... #tellonym","Nunggu karya kerennya aslan nih. Btw jadi kepo deh kok temen-temennya aslan suka bilang ""plok"" - AAH iya bener, sorry guys tapi plok itu dari koplok ya, cuma variasi aja dari kata goblok, gatau siapa yang inisiatif tapi asik banget buat candaan sama circle... #tellonym","Semangat nunggu project aslan selanjutnya! Eh iya penasaran sama inside joke sirkelnya yang suka bilang ""plok"" - OALAH iya ding, maaf sebelumnya tapi plok maksudnya koplok, alternatif kata dari goblok aja sih, lupa banget siapa pencetusnya tapi jadi trademark circle kita... #tellonym","Excited banget sama rencana aslan ke depan! Btw curious aja kenapa gang-nya aslan manggil ""plok"" mulu haha - HAHAHA oke tunggu, sorry bro tapi plok itu koplok singkatannya, basically versi lain dari goblok doang, gatau siapa yang start tapi udah jadi kebiasaan di circle... #tellonym","Mantap nunggu inovasi dari aslan! Eh jadi pengen tau nih kenapa crew aslan suka sebut ""plok"" - WKWK iya nih, maaf kalo bingung tapi plok tuh koplok panjangnya, cuma padanan kata goblok aja, lupa deh siapa yang mulai trend ini tapi udah jadi ciri khas geng kita... #tellonym",not hate speech
USER Jgn sampe anak jurig liat ini,Aduh jangan sampai budak alit ningali ieu mah,Wah bahaya nih kalo bocah cilik liat ginian,Astaga jangan sampe anak kecil nonton ini deh,Ya Allah mudah-mudahan teu aya budak nu ningali,Duh ngeri kalo ada anak-anak yang keliatan ini,not hate speech
"USER Klo kata org sunda mah beuteung seubeuh, duit weteuh, kanjut baseuh"", kayaknya itu type celeng.... 😜😜😜""","Haha kata urang Sunda mah ""beuteung seubeuh, duit weteuh, kanjut baseuh"" - kayaknya tipe babi deh 😂😂 lucu banget sih","Menurut orang Sunda kan ""beuteung seubeuh, duit weteuh, kanjut baseuh"" - wah kayak celeng aja ya hahaha 😄","Orang Sunda bilang gitu ""beuteung seubeuh, duit weteuh, kanjut baseuh"" - mirip banget sama babi ya tingkahnya 🤣","Kata-kata Sunda ""beuteung seubeuh, duit weteuh, kanjut baseuh"" tuh menggambarkan banget sifat kayak celeng gitu loh 😆😆","Peribahasa Sunda ""beuteung seubeuh, duit weteuh, kanjut baseuh"" - bener-bener kayak karakter babi ya 😊 ngakak deh",not hate speech
USER USER WKWKWKWKWK itu tuh sebenernya inceran terus soalnya ada jurig di dalem 😭😭😭,USER USER hahaha itu mah emang sering kejadian soalnya ada hantu di dalemnya 😅😅😅,USER USER wkwkwk iya sih sebenernya itu tempat angker terus karena ada kuntilanak di jerona 👻👻,USER USER 😂😂😂 waduh itu mah wajar aja sering serem soalnya memang ada siluman di dinya,USER USER hehe itu teh pancen suka bikin merinding terus ya soalnya aya dedemit di jeroeunna 😰😰,USER USER wkwkwk bener banget tuh emang rada misterius gitu soalnya ada makhluk halus di dalamnya 🫣🫣,not hate speech
"Udh di tahap hidup pengen tenang dan mengurangi gegeremet di hati tbtb si jurig secircle sama beberapa temen di IG yg dimana sering bgt mukanya muncul di story. Cape sayaaaah, emang boleh hidup setenang itu cenah 🥹🙏🏼","Alhamdulillah udh di fase hidup yang pengen damai, teu hayang deui stress mikirin hal-hal kecil. Eh tapi si hantu secircle jeung babaturan di IG teh sering pisan muncul di story, bikin kesel we. Pengen hidup tenang tapi kok susah ya cenah 😮‍💨","Lagi pengen banget hidup yang adem ayem, kurangin drama di hati. Tapi kok ya si jurig sama geng-nya di IG story terus muncul dimana-mana, jadi bikin mikir lagi deh. Gimana caranya biar bisa hidup se-peaceful itu ya cenah 🤔✨","Udah capek banget sama hidup yang riweuh, maunya cuma tenang-tenang aja. Eh malah si hantu bareng circle-nya rajin banget posting story IG, jadi keliatan terus mukanya. Iri juga sih sama yang bisa hidup santai gitu cenah 😅","Di umur segini tuh pengennya hidup yang simpel, teu hayang deui gegeremet hati. Tapi si jurig jeung konco-konconya di IG story mah aktif terus, bikin penasaran aja gimana bisa hidup se-kalem itu cenah 🤷🏻‍♀️","Pengen banget masuk fase hidup yang zen, bebas dari drama dan pikiran negatif. Cuma agak terganggu aja liat si hantu sama temen-temennya yang sering banget muncul di IG story. Kayaknya enak banget ya hidup mereka yang tenang gitu cenah 😌💭",not hate speech
"USER Halahh bacot, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember Jirrr lah Fak kata gue teh, project najis SUNGUT SIA BAU CUBLUK ANYINGG. BUBARRR BUBARRRRR","USER Astagfirullah bacot pisan, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember astaga lah bangsat kata gue teh, project najis SUNGUT SIA BAU CUBLUK TOLOL. BUBARRR BUBARRRRR","USER Anjir bacot teuing, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember kampret lah babi kata gue teh, project sampah SUNGUT SIA BEGO CUBLUK BANGSAT. BUBARRR BUBARRRRR","USER Gila bacot, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember sial lah kontol kata gue teh, project bejat SUNGUT SIA PANTEK CUBLUK GOBLOK. BUBARRR BUBARRRRR","USER Buset bacot euy, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember tai kucing lah anjing kata gue teh, project busuk SUNGUT SIA DODOL CUBLUK BRENGSEK. BUBARRR BUBARRRRR","USER Dih bacot pisan, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember keparat lah memek kata gue teh, project setan SUNGUT SIA TOLOL CUBLUK KEPARAT. BUBARRR BUBARRRRR",hate speech
"Yakali ga syok ketemu lu bang, kek liat jurig kita bang liat orang ganteng","Wah senang pisan ketemu abang, kaget aja soalnya jarang liat orang seganteng ini bang","Astaga bang, kaget banget ketemu abang disini, kayak liat artis aja rasanya bang","Ya ampun bang, shock banget pas liat abang, soalnya ganteng pisan euy","Duh bang, jantung kita dag dig dug ketemu abang, ganteng tenan soalnya","Subhanallah bang, terkejut banget pas papasan sama abang, tampan pisan memang",not hate speech
USER Manguni emang si oramas koplok nu ngabantai umat islam di poso,"Manguni mah bener si ormas sial nu ngabantai umat islam di poso, bangsat pisan","Dasar manguni, ormas laknat nu suka ngabantai muslim di poso teh",Itu manguni emang organisasi jahat nu doyan nyiksa umat islam di poso,"Manguni mah ormas bedil nu kejem ka umat islam di poso, kudu dibasmi","Si manguni teh ormas iblis nu brutal ka muslim di poso, najis pisan",hate speech
"emang sepertinya ditodong sama SM bajingan, puki, pukimak, kanjut","Anjing memang kayaknya dipaksa sama SM bangsat tuh, tai kucing, brengsek pisan","Udah pasti ditodong SM sial, kampret, anjing banget dah, geblek","Yaelah pasti diperas sama SM bangsat, babi, sialan teuing, tolol","Kayaknya emang diancam sama SM keparat, monyet, brengsek banget, goblok","Pasti aja dipaksa SM tai kucing, anjing, bangsat pisan, kampungan",hate speech
"Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"".   Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Kehed maneh anjing","Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"". Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Bangsat sia anjing","Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrng blokir slik OJK"". Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Kurang ajar pisan anjing","Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"". Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Setan amat maneh anjing","Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"". Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Tolol maneh anjing tai","Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"". Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Brengsek amat sia anjing",hate speech
"USER DASAR JURIG, SETAN, IBLIS, KUYANG PUASSS KAN LOOOOOOO RASAINNN",Bangsat lu dasar kuyang! Rasain tuh puas kan sekarang lo setan!,"Dasar iblis sialan, udah puas belum sih jadi jurig gitu terus?","Eh setan lo, kuyang bener dah! Puas kan udah bikin rusuh mulu?",USER BRENGSEK DASAR SETAN JURIG! PUAS GA TUH JADI IBLIS KUYANG SIALAN!,"Anjir dasar jurig iblis lo, udah seneng kan bikin onar mulu setan?",hate speech
