kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"setelah gue liat ternyata cuma punya 2500 coa😁 kurangnya banyak jg, kanjut☺️","Abis gw liat, geuning cman punya 2500 coa😁 kurangna loba pisan jg, lanjut we ☺️","Tadi gue cek, ternyta mah cman 2.5k coa 😅 kurangna seueur bgt atuh, lanjt we 😉","Setelah gua liat, geuningna teh cuma 2500 coa 😁 kurang keneh loba jg, lanjutkeun lah 😌","Baru gue liat, nyatana 2500 doang coa 🤭 kurangna loba pisan, gaskeun we~ 😊","Gw udh liat, tetea mah cuman 2500 coa 😬 kekuranganna loba bgt, lanjut atuh 😁",not hate speech
"Keputer lagu itu keinget dulu hape aing masih cybershot ngedengerin dijero angkot cikudapateh pas smp, jir aing geus bapa bapa 😭😭","Keplay lagunya auto keinget jaman dlu, hp aing msh Cybershot, dengerin di dalem angkot Cikudapateuh pas SMP, anjr aing udah bpk2 😭","Pas eta lagu keputer, langsung inget jaman baheula kénéh SMP, hape aing Cybershot ngadengekeun di jero angkot Cikudapateuh, euy aing geus bapa-bapa 😭😭","Tiba2 lagu eta keputer, jadi flashback: hp aing masih cybershot, ngadenge di jero angkot Cikudapateh pas SMP, jir aing geus kolot pisan, bapa2 bgt 🥲","Barusan lagunya kepasang, keinget dlu pas SMP, HP aing teh Cybershot, ngedenger di dalem angkot Cikudapateuh, atuh aing geus bapa2 skrg 😭","Lagu eta ke-play, ngingetan ka jmn SMP, HP aing kénéh Cybershot, ngadengekeun di jero angkot Cikudapateuh, anjay ayeuna mah aing tos bapa-bapa 😭",not hate speech
"deminya aing lg bdmd besar sm si ezi tp suster keknya lg telponan gituan, aing kan diruang tamu ya krn kasur akeu dipipisin kuzo jd lg dijemur krn abis di cuci. AING LG DI SOFA SCROLL TIKTOK DAN TBTB AING MENDENGAR SUARA U GENG KNOW DARI KAMAR SUSTER AING TERGANGGU BGT. https://t.co/bZgSY2epNV","deminya aing lg bdmn gede sm si ezi, tp suster kyknya lg telponan gitu. aing di ruang tamu krn kasur aing dipipis ku ucing jd lagi dijemur abis dicuci. di sofa scroll tiktok, tbtb ngadenge sora 'u geng know' ti kamar suster; terganggu bgt pisan.","deminya abdi keur bdmn gede jeung si ezi, tapi susterna siga keur nelponan anu kitu. Abdi di ruang tamu sabab ranjang abdi dipipisan ku ucing, keur dijemur sanggeus dicuci. Dina sofa ngescroll TikTok, tiba2 abdi ngadenge sora 'u geng know' ti kamar suster, kaganggu pisan bgt.","deminya aing td lg di sofa skrol tt krn kasur aing kepipis ku ucing jd dijemur abis dicuci; suster kekny lg tlfnan gtuan. TBTB ada suara 'u geng know' ti kamarna suster, aing keganggu bgt anjr.","deminya aing mah keur di ruang tamu ngescroll TikTok soalnya kasur aing dipipisan ku ucing jd keur dijemur sanggeus dicuci. Suster na kyknya keur tlfonan nu kitu, tbtb aya sora 'u geng know' ti kamarna; ganggu pisan euy bgt.","DEMInya aing lg bdmn gede sm ezi tp SUSTER kyk lg nelponan gitu2. AING DI SOFA di ruang tamu krn kasur aing kepipisin ku ucing jd dijemur, abis dicuci. TBTB aing ngadenge 'U GENG KNOW' ti kamar suster, KEGANGGU PARAH pisan bgt.",not hate speech
USER Ehhh kehed ngAlutak. Sia nyingkir aying ti GAZA. Teboga benget sugan BAHELA GES TULUNGAN SIA KALAH NGALUTAK AYENA. KOS KACANG LUPA KULIT. GES DIBERE HATE MENTA JAJANTUNG GOBLOG,"Ehh kehed nu sok ngalawan. Sia singkirkeun gua dr GAZA? Teu boga beungeut, bahela ge geus ditulungan, ayeuna kalah bari ngalawan. Kayak kacang lupa kulit. Geus dibéré hate mnta jantung, gblk!","Anjr, kehed pisan. Lu nyingkirin aying ti Gaza? Teu boga muka, padahal baheula udh ditulungan, ayeuna kalah ngelut. Persis kacang lupa kulit. Sdh dibere hate mnta jajantung, goblog.","Eeuy dasar kehed. Maneh ngusir gue ti GAZA teh? Teu boga benget, bahela mah geus ku kuring ditulungan, ayeuna kalah ngelawan. Kek kacang lupa kulit. Geus dibéré hate mnta jantung, gblg!","Eaaa kehed ngelut bae. Sia nyingkiran gua dr Gaza, teu boga muka? Dulu2 udah gue tulungin, ayeuna malah kalah bari ngelawan. Kyk kacang lupa kulit. Diberi hati mnta jantung, goblk!!","Eh kehed, ngelutak wae. Lu singkirkeun aing ti GAZA? Teu boga beungeut, baheula geus ditulungan, ayeuna kalah gelut. Kaya kacang lupa kulit. Geus dibere hate mnta jajantung, GOBLOG.",hate speech
USER USER ga gitu hitungan pajaknya🤡🤡🤡🤡  lah elu sendiri main di industri apa kehed…  kripto tuh pajaknya per transaksi.. bukan per profit kaya yg nenek lu ajarin,"USER USER gak gitu atuh itungan pajeknya 🤡🤡 lah loe sendiri main di industri apaan, kehed... crypto tuh pajeknya per trx, bukan per profit kyk yg nini lu ajarin","USER USER moal kitu itungan pajegna, euy 🤡🤡🤡 maneh sorangan di industri naon sih, kehed... kripto mah pajegna per transaksi, lain per profit siga nu diajarkeun ku nini maneh","USER USER ga gt atuh hitungan pajakna 🤡 lah elu main di industri apa sih, kehed... kripto tuh pajaknya per transaksi, bkn per profit kyk yg nenek lu ajarin","USER USER bukan gituu itungan pajakna, atuh 🤡🤡 lo sendiri di industri mana, kehed? buat kripto pajeknya per transaksi, bukan per profit kek yg nene lu ngajarin","USER USER teu kitu eta itungan pajegna 🤡🤡 lah sia sorangan di industri naon atuh, kehed... kripto teh pajegna per transaksi, lain per profit kawas nu diajarkeun ku nini maneh",hate speech
USER tapi bagus juga si marketingnya buat yg muak denger iklan jurig mulu apa lagi kalo udah malem 😂,"USER tapi apik uga marketinge kanggo sing mblenger krungu iklan lelembut trs, opo maneh nek ws bengi 😂","USER tapi bagus jg si marketing-nya, buat yang udh eneg krungu iklan setan mulu, apalagi kalo udah bengi 😅","USER yo lumayan pinter iki marketing-e, kanggo wong sing bosen dngr iklan lelembut mulu, nek udh malem tuh 😭","USER tapi ya isih oke marketinge gaes, kanggo sing wes muak dengerin iklan genderuwo terus2an, opo maneh nek mlm 🌚","USER ttp kece jg nih marketing-nya, buat yg mblenger krungu iklan setan terus, apalagi klo sdh bengi wkwk",not hate speech
"Kalo circle pertemanannya aja pada ninggalin dia &amp pada bilang aing ge pernah beunang"" gimana coba? 🤣 Hirup teu gableg kaera nya heran hiii nauzubillah nauzubillah""","Kalo circle pertemanannya aja pd ninggalin dia, trus nu lain blg “aing ge kungsi beunang”, gmn coba? 🤣 Hirupna siga teu boga kaéra, bnr2 heran, naudzubillah naudzubillah.","Mun circle babaturan-na udah pada ninggalkeun manehna, terus aya nu ngomong “aing ge kungsi meunang” kitu, kumaha atuh? wkwk Hirup teh teu aya kaéra, heran euy, naudzubillah min dzalik.","Kl circle temenannya aja pd cabut dr dia, malah ada yg blg “aing ge pernah beunang”, gmn dong? 😂 Hirup mah teu boga kaéra, sumpah heran bgt, naudzubillahh.","Serius, kalo temen2 circle-nya udh pd ninggalin, masih wae aya nu nyebut “aing ge kantos meunang” lah, gmn cobaa? 🤣 Hirup teh teu boga kaéra pisan, asli heran, naudzubillah min dzalik.","Kalo circle tongkrongan aja pd tinggalin dia && nu séjén nyelutuk “aing ge kungsi beunang”, gmna sih? anjr 🤣 Hirupna teu boga kaéra, heran pisan, naudzubillah x2.",not hate speech
"Ditunggu gebrakannya aslan. Eh btw kepo kok sirkelnya aslan manggilnya plok"""" - HAHAHA tunggu yaaaw, sorry meeeen tapi plok itu koplok panjangnya, kayak kata lain dari goblok, GUE lupa siapa yang memulai hal itu tapi gue suka pake ke temen-... #tellonym  https://t.co/atIUYRZ1Ei","Nunggu gebrakannya Aslan nih. Btw kepo bgt, kunaon circle-nya Aslan nyebutnya “plok”? wkwk — tnggu dlu yaaa, sori meen, “plok” teh “koplok” nu dipanjangkeun, sarua jeung “goblok”. Kuring poho saha nu ngamimitian, tapi aku mah sok pake ke temen2. #tellonym","Ditunggu pisan gebrakanna Aslan. Eh btw aku kepo, kok circlenya Aslan manggilnya “plok”? HAHAHA — sabar heula ya, sory men, “plok” itu asalna ti “koplok” dipanjngin, kaya sinonim “goblok”. Teu inget saha anu ngamimitian, tapi gue kerap pake ke tmen2.","Gebrakannya Aslan ditnggu ya gaes. Btw kepo, naha sirkelnya Aslan nyebut “plok”? wkwkw — maap yaa, “plok” teh versi panjang “koplok”, kaya kata lainna tina “goblok”. Abdi poho saha nu mimitian, tp gw suka pake ke tmn2 doang. #tellonym","Nti dulu ya, pengen liat gebrakan Aslan. Btw aku kepo bgt, kenapa circle Aslan pada manggil “plok”? hahaha — sori2, “plok” mah “koplok” nu dipanjangkeun, semacam padanan “goblok”. Teuing saha nu ngamimitian, tp ane kdg pake ke sobat2 aja. Link: https://t.co/atIUYRZ1Ei","Asa nungguin gebrakanna Aslan terus. Btw kepo pisan, kok di circle-nya Aslan dibilangnya “plok”? xixi — tggu yaww, sory meen, “plok” itu turunan “koplok” yg dipanjangin, mirip bgt sm “goblok”. Kuring teh poho saha anu ngamimitian, tapi gw doyan pake ke temen-...",not hate speech
USER Jgn sampe anak jurig liat ini,"USER Ulah nepi ka budak jurig tingali ieu, plis.","USER jgn smpe anak jurig ngeliat ini ya, plz.",USER tong nepika budak jurig ningali ieu atuhhh.,"USER Jangan sampe si budak jurig liat ini deh, ntar repot bgt.","USER ulah smpai anak jurig nempo ieu, jgn di-share yha.",not hate speech
"USER Klo kata org sunda mah beuteung seubeuh, duit weteuh, kanjut baseuh"", kayaknya itu type celeng.... 😜😜😜""","USER Ceuk urang Sunda mah: beuteung seubeuh, duit weteuh, kanjut baseuh... sigana eta teh tipe celeng 😜😜","USER Kalo kata orang Sunda teh “beuteung seubeuh, duit weteuh, kanjut baseuh”, kyknya itu tipe celeng sih 😜","USER Kl org sunda mah bilang: perut kenyang, duit weteuh, kanjut baseuh; jiga celeng bgt kykny 😜😜","USER Ceuk jalma Sunda: beuteung seubeuh, duit basah, kanjut baseuh — kyna itu mah model celeng, wkwk 😜","USER Katanya urang Sunda mah 'beuteung seubeuh, duit weteuh, kanjut baseuh', keknya tipenya celeng gtu lah 😜",not hate speech
USER USER WKWKWKWKWK itu tuh sebenernya inceran terus soalnya ada jurig di dalem 😭😭😭,USER USER wkwkwk ituu tuh sbnrnya incaran trs soalnya ada jurig di dalam 😭😭😭,"USER USER Wkwwk eta mah sabenerna inceran wae, da aya jurig di jero 😭😭","USER USER wkwk itu teh dari dulu incaran mulu, kusabab aya jurig di jero 😭","USER USER WKWK ituu tuhh sbnrny inceran trus, soalny aya jurig d dalem 😭😭😭","USER USER wkwwk eta teh sebenerna incaran ge, da aya jurig di jerooo 😭",not hate speech
"Udh di tahap hidup pengen tenang dan mengurangi gegeremet di hati tbtb si jurig secircle sama beberapa temen di IG yg dimana sering bgt mukanya muncul di story. Cape sayaaaah, emang boleh hidup setenang itu cenah 🥹🙏🏼","Udh di fase hirup hayang tenang, rek ngurangan gegeremet di jero hate; eh tbtb aya si jurig sakalangan jeung bbrp tmn di ig, mukanya sering bgt nongol di story. Capee sayahh, emng bisa hirup setenang kitu cenah 😮‍💨","Pgn tenang wae dina hidup, ngaleutikan gegeremet di hati; tau2 si jurig teh se-circle jeung barudak di IG, beungeutna katingali mulu di stori. Capek bgtt sayaaaah, emang boleh setenang eta ceunah 🙏🏼","Sekarang mah pngn hirup lempeng jeung tenang, hayang ngirangan gegeremet dina hate; tbtb si jurig sa-circle jeung sababaraha batur di ig, beungeutna muncul terus di story. Capeeuh sy, emg bs setenang kitu cenah 🥹","Udah masuk tahap hidup pengen tenang pisan, nu di hate rek dibereskeun tina gegeremet; eh tbtb si jurig satu circle sama tmn2 di IG, wajahnya sering bgt ke-story. Cpe bngt sayah, emg boleh hirup setenang gitu cenah 😭","Di titik hirup hayang tenang wae, ngurangin gegeremet di hate, eh tbtb aya deui si jurig nu secircle jeung sababaraha sobat di ig; beungeutna sok muncul wae di stori. Cape lah sayaaah, boleh ga sih hirup setenang kitu cenah 😵",not hate speech
"USER Halahh bacot, ongkoh distri samemeh listing bari kanyataan na ngawaduk hayoh we di undur ongkoh tanggal 28 distri padahal ges listing ti harita keneh, ayena di undur dei ka bulan Desember Jirrr lah Fak kata gue teh, project najis SUNGUT SIA BAU CUBLUK ANYINGG. BUBARRR BUBARRRRR","USER halah bacot bgt, ongkoh distri saméméh listing eh kanyataanna mah ngawaduk, tgl 28 dibilang jalan malah diundur; padahal geus listing ti harita kénéh, ayeuna diundur deui ka Desember. Njirr fak, kata gue teh project najis, sungut sia bau cubluk anjg. Bubar lah bubarr!","USER halaah loba cingcong, distri saméméh listing cenah, kanyataanna mah ngawaduk pisan; tgl 28 téh kudu jalan tapi diundur we, padahal geus listing ti harita kénéh, ayeuna dipindah deui ka bulan Désémber. Anjr lah fak, ceuk aing mah ieu project najis, sungut sia bau cubluk anying. Bubarr weee BUBARRR!","USER hlaah bct, ongkoh distri sebelum listing tapi faktanya ngawaduk, tgl 28 dibilang gas eh diundur wae; pdhl geus listing ti harita keneh, skrg diundur deui ke Des. Njir fak, menurut gue teh project najis, raimu bau cubluk, sungut sia anyingg. Bubarr bubarr!","USER halah ngoceh doang, distri samemeh listing bari nyatana mah berantakan, tgl 28 katanya jalan malah diundur; padahal geus listing ti harita kénéh, ayeuna mah diundur deui ka Desember. Anjrr fak, kata gue teh project najis, sungut sia bau cubluk anjng. BUBARRR lah BUBARRR!","USER ulah bacot lahhh, ongkoh ngomong distri saméméh listing, kanyataanna tetep ngawaduk; tgl 28 cenah beres, eh diundur deui, pdhl geus listing ti harita kénéh, ayeuna dipindah ka Des. Njirr fak, ceuk aing ieu project najis, sungutmu bau cubluk anying. Bubaarrr atuh bubarr!",hate speech
"Yakali ga syok ketemu lu bang, kek liat jurig kita bang liat orang ganteng","Yakali teu kaget katemu anjeun bg, kyk ningali jurig euy, urang mah sabenerna lagi ningali nu kasep.","Ya kali gk kaget papasan sm lu, bang; kyk liat jurig, pdhl yg diliat cowo ganteng.","Y kali gk shock ktmu elo bg, serasa ningali jurig wkwk, padahal urang lagi ningali nu kasep pisan.","Ykli ga kaget ketemu lu bg, siga ningali jurig atuh, eh nu katingali teh jalma kasep.","Yakali gk syok ktmu lu, bg; anjr kaya liat jurig, padahal kita mah lg ngeliat yg kasep.",not hate speech
USER Manguni emang si oramas koplok nu ngabantai umat islam di poso,USER Manguni emg eta ormas gblk nu ngabantai umat Islam d Poso,"USER Manguni tuh oramas koblok pisan, anu ngabantai umat islam di Poso","USER Manguni mah eta ormas belegug bgt, nu ngabantai umat Islam di Poso","USER Manguni eta teh ormas bgo gblk, yg ngabantai umat Islam d Poso","USER Manguni si ormas koplok parah, nu ngabantai umat islam di Poso yaa",hate speech
"emang sepertinya ditodong sama SM bajingan, puki, pukimak, kanjut","Koyone kyk ditodong karo SM, bajingan, puki, pukimak, kanjut!","Emg sptnya ditodong sm SM, bajingan, puki, pukimak, kanjut anjr.","Katone diancem karo SM, bajingan, puki, pukimak, kanjut njir.","Serasa kyk ditodong ambé SM, bajngn, puki, pkmk, kanjut gblk.","Kayane kaya ditodong karo SM, bajingan, puki, pukimak, kanj*t!",hate speech
"Emang yang namanya paylater pinjol apapun itu. Giliran telat mau berapa hari. DiSpam call, terror WA, SMS, bla bla bikin ketakutan ""bayar gak atau gak bayar skrg blokir slik OJK"".   Giliran dilunasi semua.. ditawari pinjaman baru 10-20 kali lipat. Kehed maneh anjing","Ngaran paylater/pinjol mah kumaha oge, mun telat sabaraha poé wae, langsung di-spam telp, diteror WA/SMS, bla2 nepi ka nyingsieunan: ""bayar teu ayeuna, mun teu bayar skrg blokir SLIK OJK"". Pas geus lunas sakabéhna, ditawarkeun deui pinjeman anyar 10–20x lipat. Kehed sia anjir.","Emg yg namanya paylater pinjol itu ya, giliran telat brp hari doang langsung dispam call, diteror wa sms bla2 sampe takut: ""bayar ga, klo ga bayar skrg blokir SLIK OJK"". Pas udh lunas semua, ditawarin pinjaman baru 10–20x lipet. Maneh kehed anjing.","Paylater/pinjol tuh gimana sih, mun telat 1–2 poé aja tbtb spam telp, terror WA, SMS, dll bikin deg2an: ""bayar gk ato gk bayar skrg kami blokir slik ojk"". Pas geus lunas kabeh, ditawarin lagi limit 10–20x. Kehed atuh sia, anjr.","Sakali telat mayar sabaraha poé, paylater/pinjol langsung ngancem: di-spam call, WA, SMS, bla-bla ""bayar ayeuna, mun teu bayar skrg blokir SLIK OJK"". Tapi mun geus dibayar tuntas, ditawarkeun deui pinjeman nepi ka 10–20 kali. Anjing maneh, kehed gblk.","Namanya pinjol/paylater mah, telat dikit wae, dspam telp diteror wa/sms bla-bla: ""bayar gak? klo gak sekarang blokir SLIK OJK"". Begitu lunas kabeh malah di-offer limit anyar 10–20x lipat. Si maneh kehed, anjng bgt.",hate speech
"USER DASAR JURIG, SETAN, IBLIS, KUYANG PUASSS KAN LOOOOOOO RASAINNN","USER dasar jurig, setan, iblis, kuyang — puas kan LO, rasakeun atuhhh!","USER dssr hantu anjr, setan-iblis-kuyang; puasss bgt luuu, rasain deh atuh","USER JURIG gblk, setan iblis KUYANG; PUAZZ kan loe, rasaKEUNN!","USER dasar jurig setan iblis kuyang, puas teuing kan sia? rasakeun atuuuh!","USER DSR jurig-setan, IBLIS KUYANG; puas kan LU, RASAKEUN ATUH!!!",hate speech
