kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
"USER Lambemu lamis USER ....  Semua orang pun tahu, bahwa elu cuma bela yang bayar elu... Dasar anak buah Hasto...!!! https://t.co/ShBMACikdp",USER Otakmu mbok nggo mikir to USER. Masa senengane nyalahke wong liya terus. Dasar wong ra guna blas!!!,Lambemu kuwi kok gedhe omongan tok. Nganggur wae gak iso nyambut gawe tenanan. Dasar wong males!!!,"Mulutmu kok kayak comberan, isine mung nyinyir ae. Wong koyo kowe iki ra pantes diarani manusia. Dasar tukang fitnah!!!",USER Penampilanmu kok medeni ngono yo. Ra mutu blas. Kowe ki koyo wong kurang gizi wae. Dasar kampungan!!!,"Uripmu kuwi kok yo mlarat terus. Gak gelem nyambut gawe. Dasar wong gak iso maju, mek iso ngeluh!!!",hate speech
USER Ngomong sampai mencos lambemu tetep ae kui sing d tembak wedok bawa bendera putih. Dasar ogeb,"Retorikamu wis koyo kaset rusak, tapi yo tetep ae rakyat kelaparan. Mending meneng wae, dasar tolol!","Strategimu wis diulang-ulang tapi yo kalah terus. Koyo wong ndeso dolanan game, dasar noob bego!","Nek nyetir yo sing bener, ojo banter-banter. Mbok yo tetep ae nabrak pager. Dasar goblok!","Gayamu wis koyo model tapi yo tetep ae ra payu. Penampilan ngapusi, dasar elek!","Koar-koar ngomong moral tapi kelakuanmu dewe koyo asu. Mending meneng wae, dasar munafik!",hate speech
"USER Dasar pekok, cuman dapat 16% lowbat, tidak menang di satu propinsipun, masih ngeyel. 😂😂 https://t.co/cLCZMwTWDY","PLAYER Dasar goblok, main kok kalah terus, cuma bisa nyampah doang, ora isin blas.","INFLUENCER Dasar raimu gedhek, views anjlok kok isih petentengan, kontene yo ora mutu blas.","SUPPORTER klubmu kui wes jeblok, dadi juru kunci wae kok isih sombong, dasar ndableg!","WONG kuwi omonganmu doang gede, nyatane uripmu dewe amburadul, dasar cunguk marai mangkel.","Cah kae jebul nilaine hancur lebur, cita-citane dhuwur tapi kemampuane mung segitu, pancen wedhus tenan.",hate speech
"USER Plg disogok cuan panitianya. Gpp dek lu ttp pemenangnya tenang j d buktinya jg, panitia j yg picek mtanya.",USER Pejabat negara wis podo buta atine. Kabeh disogok mobil mewah tapi rakyat cilik sing dienteni mung modiar!,"Wong-wong sing mimpin kae jane uteke nang endi to? Wis jelas-jelas ra iso kerja, kok isih wani ngatur-ngatur. Mending bubar wae kabeh!","USER Wong-wong sing jabatane duwur kae kok yo iso ngono? Mripate wis picek mergo duit, sing bener malah disingkirke. Ndang modiar wae kabeh!","Pemerintahan saiki wis ra ono gunane blas! Rakyat wis nangis-nangis, lha kok yo malah sibuk pesta. Moga-moga kabeh langsung disamber gledek wae!","USER Wis jelas-jelas ngapusi raimu, kok isih wani to? Lambe turahmu kui mending disumpel wae. Wong-wong koyo ngene iki blas raono gunane!",hate speech
"USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, malah di omong di sini. 😩 Asu asu. Nambah usia gua mek. Si anying, jangan di sini asu. ️️","Aduh, bajigur tenan! Wi-Fi kok lemot banget iki. Asu asu, lagi penting banget iki lho.","Anying, antriane kok dawa banget toh. Bajigur, wis ngene durung maju-maju. Asu, kesel banget.","Asu, wis gasik kok macet wae. Bajigur tenan, telat kantor maneh iki. Anying, rejeki pancen.","Bajigur, tugas sak tumpuk ngene kok yo durung rampung. Asu asu, mumet banget mikire. Anying, kapan selesainya iki.","Si anying, HPku kok nge-lag terus sih. Bajigur, lagi asyik nge-game malah ngadat. Asu, emosi tenan iki.",not hate speech
"gw emg kudu gak berbaik hati sm fandom satu ini, orang orangnya pada gemblung. ga ina ga inter gemblung kabeh","Wis, males banget nanggepi customer model ngono, jan wong-wong ora ndue utek blas, marai mumet.","Gak usah dipercaya omongane wong-wong kampung sebelah, podo wae kabeh senengane mung nyinyir tok, rak mutu blas.","Jare cah modern, kok yo kelakuane pancen kampungan kabeh. Gak isin po? Nggarai emosi tok.","Asli males banget karo kelakuan driver online saiki, wis rewel, medite ora karuan, padahal ya cuma golek nafkah.","Tiwas kesel kerjo, kok yo isine wong-wong kantor sebelah nggarai mangkel kabeh, dongo wae ora iso mikir sing bener.",hate speech
"Emang jancok, iso isoe wong mu dewe mbok etrek etrek kyk ngene","Jancok tenan, kok iso-isone dhuwit rakyat mbok gasak dewe sakarepe dewe.","Bajingan tenan, wis disanjung-sanjung malah ngelamar nang klub musuh. Nggateli! Fansmu dewe mbok gawe lara ati.",Jancuk! Kok iso isone follower dewe mbok tipu nganggo produk abal-abal ngene.,"Wis dadi panutan, kok yo iso-isone kelakuane elek koyo ngono. Asu tenan, jeneng apikmu dewe mbok rusak!","Goblok kok yo gak mari-mari! Proyek sak gedhene ngono kok iso-isone mbok gawe ancur. Cok, rugi akeh wong!",hate speech
"USER Agama itu spt Candu yg efeknya lupadiri Diberi saran agar hidup sehat malah marah2 &amp nuduh penistaan, Pe Ka i, dlsb Padahal obat candu itu banyak &amp mudah ditemukan spt seni suara, seni tari dll Candu emg bikin orang Bingung, linglung, gemblung ☺😂😘 https://t.co/Q0X9nMCfqh","USER Diet kok angel tenan yo? Diwenehi saran ben sehat, malah ngegas lho, jare ""body shaming"", padahal pengen yo ben langsing tho.","USER Kui berita hoax lho! Kok iso percoyo wae? Diberi info valid malah ngotot, koyo wong edan, bener-bener gak mikir.","USER Hubungan toxic kok tetep dipertahankan? Tak wenehi pitutur ben ra galau, malah misuh-misuh, ngira aku nikung, padahal yo mung ngelingke wae.","USER Shopeeholic iku koyo kecanduan tenan, duit entek kabeh, diomongi malah nyalahke promo, dadi bingung dewe arep bayar utang piye.","USER Medsos iku yo koyo candu, delok IG Reels terus, lali wektu, dielingke kon sinau malah ngamuk, njur garapan akeh tur ora rampung-rampung.",not hate speech
Pingin nikahin yang spek begini tapi kelakuan anda para boyo seperti asu kirik dog,"Kakean polahe, wong-wong sing parkir sak enake dewe ki pancen koyo asu kirik wae, ra mikir liyane blas.","Kabeh janji palsu wae, para pejabat sing korupsi ki kelakuane wes koyo asu kirik, rak isin blass.","Sumpah, driver ojol sing nerobos lampu merah kae wis koyo asu kirik kabeh, bahayani wong liyo.","Kakean drama, wong-wong sing hobine gosipin wong liyo ning sosmed ki pancen koyo asu kirik, bisane mung nggonggong tok.","Wong-wong sing mung iso komplain tapi ra gelem nyumbang ide ki pancen koyo asu kirik, bisane mung nggondok tok.",hate speech
"Dia ngetik begini di qrt tweet yang nunjukin data, lu pikir prediksi dapet data dari mana? lambe mu?","Dia nulis ngaco di postingan bahas kebijakan, lha kowe iki mikir nganggo opo? dengkulmu?","Dia sok ngatur di grup mabar, lha kowe maen wae rung bener? Matamu picek po piye?","Mbak e iki kok ngeyel ra karuan, koyo kowe pinter dewe. Utekmu ki isine opo to? Ampas?","Delok en storyne kae, sok-sokan pamer sugih. Lha duitmu entuk seko ngendi? Hasil njarah po piye?","Wong iki bacot ae isine, sok paling bener. Emange kowe sopo? Wong ra gableg uripmu dewe ae kok.",hate speech
USER Lebih kentel kan kalo bangsat apalagi asyuu😭 klo jancok nih kga biasa buat misuh 😭 soalnya klo manggil besti gue pke cok,"USER Aduh, asyu tenan rek, kalah maneh pas mabar gara-gara lag. Jancok emang wifi kantor iki!","USER Wis pokoke, masakan ibuku itu, cuk, rasane ngalah-ngalahi chef bintang lima. Bangsat tenan enak e!","USER Deadline mepet, kerjaan numpuk koyok gunung, wis ra mikir turu maneh aku. Asyu tenan iki bosku!","USER Lihat deh tren sekarang, pada rela beli barang aneh-aneh padahal regane edan. Bangsat kok iso yo!","USER Nonton film horor semalem, sumpah jancok banget endinge! Ora iso turu aku mikir terus.",not hate speech
"Dasar pekok bin goblok, ngenget jangan nganti gosong. Malah ditinggal garap gawean 😭😭😭","Wong edan dasar, posting kok yo ngawur. Utakmu ki ning dengkul po piye!","Asli kok yo ora nggenah blas. Cangkemmu ra iso dijogo, opo pancen ra duwe isin?","Ngopo to yo iso-isone. Duit sak mono akehe malah dienggo tuku sampah, pancen dhasar tolol!","Kowe iki bisane mung ngisin-isini. Kon kerja sitik wae mewek, ra duwe gairah urip blas po piye?","Gak iso dandan yo wis ora usah dipaksakno. Ketoke kok koyok wong gembel, ngisin-isini tenan!",hate speech
Jancok emng dasar hp kentang problem nya kalo ga memo penuh ya keriset 😭😭😭😭😭,"Jancok emang dasar internetku lemot parah, problemnya kalo nggak buffering ya putus-putus terus 😤😤.","Jancuk ancen laptopku iki, gawe ngedit sithik wae wis nge-hang. Ribet tenan!","Jancok tenan nek pas mabar game, pingku mesti merah terus, padahal sinyal full. Nyesek!","Jancuk, motor bututku iki, bar diservis kok malah rewel meneh. Wes emoh numpak!","Jancok mesin cuci iki, durung suwe tuku wis ngadat. Lha piye iki cucianku sakmene akih e! 😫",not hate speech
W KALAU JADI YUUJI UDAH BLG MAHITO ANJING LO KONTOL BANGSAT NGENTOOTTTT,"Sumpah aku *wis* gondok banget *karo* sopir bis *bajingan* iku, *asu* *kontol* *matamu* ngentot! *Ndiasmu*!","Duh *jancok* tenan, *pejabat asu* iku kok *rak isin* blas *ngentot*! *Kontol bajingan* *ndasmu* kabeh!","Makanan *asu* iki *rak enak blas*! *Kontol* banget *sing masak*, *bajingan* *ndasmu* *teleh* ngentot!","Tim *asu* iki *main opo*? *Goblok kontol* banget *kabeh*, *bajingan* *ndasmu* ngentot! *Jancok*!","Woy, *asu* *bajingan*! *Matamu* *kontol* banget *ngentot* *kabeh*, *rak mutu* blas! *Jancok*!",hate speech
USER USER USER USER USER USER Ada yang ngekor yang mecla mencle cangkeme pun juga ada ndro🤣 https://t.co/NkDWwQ2axt,"USER USER USER USER USER USER Aduh, uwong kok yo koyo ngono! Cangkeme mung bisane misuh-misuh tok, otake ora dienggo blas ndro! 🙄","USER USER USER USER USER USER Wis ra usah kaget, sing modelan ngono kuwi pancen ra duwe isin, watake kemaki sok pinter dewe, asline bodho cekak! 😠","USER USER USER USER USER USER Lah, wong kok yo malese gak ketulungan, kerjaane mung nge-game thok, jarene arep sukses tapi modal dhengkul ae! Cangkeman! 🤬","USER USER USER USER USER USER Jan, pancen angel lek ngekei pengertian karo wong sing pikirane cetek, diomongi bolak-balik yo tetep ngeyel koyo wedhus! Njijiki! 🤢","USER USER USER USER USER USER Lha wong kok yo lebay banget to, masalah sepele wae digedhe-gedheke, gayane wis koyo artis korea padahal ra duwe duit! Kemaki! 🤦‍♂️",hate speech
USER Yup kalo gemblung tuh gila,Wah nek seger kuwi yo marai semangat.,"Bener, nek ngantuk kuwi yo kudu turu.","Pancen, nek mendung kuwi yo biasane arep udan.","Nggih, nek lali ki yo coba dieling-eling.",Yo nek suwe kuwi yo kudu nunggu wae.,not hate speech
infokan lagi trip seperti ini walaupun naik turunnya macet banget jancok https://t.co/AOFUNci85s,"Game anyar iki seru pol, tapi musuhe angel-angel jancok ngeselin!","Antri nang loket bank suwi banget, padahal cuma urusan sepele, kesel jancok!","Wong dodolan online iki kok yo suwi tenan responnya, padahal wis nunggu dari tadi, jancok!","Masak saiki ribet banget, bumbu-bumbu ne akeh jancok lali terus!","Tugas kuliah numpuk kabeh, wis deadline sedelok maneh, mumet jancok mikire!",not hate speech
"BAYANGIN TD UDAH NGERJAIN 65 SOAL, TRS DIRUMAH LANJUT 25 SOAL GENDENG TOTAL SEJARAH HARI INI 90 SOAL COOO NGOTAK DIKIT.","Coba BAYANGIN, wingi wis nyuci 3 load, saiki nyetrika numpuk sak gunung. GENDENG PO PIYE IKI, OMAH KOK RA ISO RESIK-RESIK DHEWEK TO!","ADUH, ndelok Story IG saiki wis 50, terus Scroll TikTok sampe 2 jam. GENDENG TENAN iki, MATA rasane AREP COPOT COOO NGOTAK DIKIT!","PIYE TO, wis jam 7 esuk macet parah, numpak motor 2 jam lagi tekan kantor. JALANAN KOK YO RA NDAK MIKIR BLAS! BAYANGIN SUSAHE.","Mbayangin wae, wingi muter 3 mall golek klambi aduh gak ono sing cocok. Sampek kesel awak iki COOO, NGOTAK DIKIT BELANJA KOK YO GINI AMAT.","WADUH, wis masak 5 menu buat acara keluarga, terus sing mangan cuma separuh. WAKEH BANGET iki COOO, MENDING NGOPI WAE, NGERTI RUGINE RA?",not hate speech
"eh telek join lewat web gabisa cek usn jd hanya berpengang sm total stream, kalo naik brrti aman, lah ini 2 2 nya kaga bisaa trus aku gudu pieeeeeeee, user andro join lewat apk msal dah off air ttp di ch yg ditempatin kaga bakal kelempar otomatis, harus mandiri mindahin😭😭☝","Aduh, macet ning dalan koyo ngene gabisa gerak blas, wis telat ngantor, lha kok malah motor mogok. Aku kudu piye iki, rek rasane pengen ngamuk!","Ya ampun, orderanku lewat marketplace gabisa di-track, statusnya ambigu, wes seminggu ora teko-teko. Customer service wae gak respons. Aku kudu obah piye iki?","Asli kesel, tugas kuliah numpuk gabisa konsen, deadline mepet pisan, lha kok laptop ngadat terus filenya ilang kabeh. Kudu nelongso piye meneh aku iki?","Waduh, pesenanku di resto ini gabisa diubah padahal wis antri sui, lha kok pas giliran aku malah entek menune. Rasane pengen njotosi waiter tapi yo uwis lah kudu pasrah.","Halo, internetku kok gabisa konek stabil blas ya, padahal wis bayar larang. Tiap streaming mesti buffer terus, wis mbukak kabeh tips tetep ae lemot. Aku kudu nangis wae rasane iki.",not hate speech
becky gak pernah pura pura menjadi queer.dan setidaknya becky gak pernah ngejek lesbian gak kayak freen. bukan lesbi kok ngebuat bercandaan soal lesbian. dasar artis pekok 🤡,"Gak mudeng opo-opo soal rakyat cilik, tapi kok malah sibuk dadi pejabat. Dasar wong ra duwe utek blas, marai mumet.","Ora tau tenanan susah, tapi kok postingan e lebay banget kaya wong paling menderita. Dasar influencer caper, marai eneg.","Jebule wis gak iso nglucu babar blas, tapi kok isih ngeyel tampil. Dasar pelawak garing, ra lucu babar blas!","Ngaku anti korupsi tapi kok malah ketahuan doyan korupsi. Dasar wong munafik, ra duwe isin blas.","Wis jelas gak mudeng aturan main, tapi kok isih ngeyel dadi wasit. Dasar wasit pekok, marai emosi wae!",hate speech
"YANG BUAT SESUKA HATI TU SIAPA JANCOK???!!! KAN UDAH DIBILANG BARU PERTAMA BUAT, BELUM BEGITU PAHAM MASIIIIHHH LA JUGA DIBILANG MAIN SESUKA HATI.. DASAR!!!!!","PEMERINTAHAN KOK ISO-ISONE GAWE ATURAN NGGA JELAS KAREPE DEWE KI SIAPA ASU??? PADAHAL JANJINE BEDA BENER, MASA' YO GAK MIKIR RAKYAT CILIK TOH.. DASAR PENIPU!!!!","PLAYER KOK WES NGECHEAT GA NGAKU-NGAKU KI OPO COK??? NGOMONGE GA OPO-OPO PADAHAL WES KETOK JELAS NGGUNA'KE PROGRAM ILEGAL. JANCOK TENAN LAH, BUAT RUSAK GAME TOH! RUGAI KOWE KI!",KOWE JANCOK WANI-WANINE NGECEWAKKE AKU PADAHAL WES TAK PERCAYA KOQ!!! NGOMONG JARE AREP DITEMENI SAMPE AKHIR EH MALAH NINGGAL NGGONE AKU DEWE. DASAR GAK ISO DIJAK SERIUS!,"PELAYANAN PUBLIK KOK SUKA-SUKANE DEWE NGANGKANG KAYA RAJA KI OPO ANJING??? UDAN TAK JALUKI BANTUAN MALAH DIBIKIN SUSAH, JANCOK! WES MESTINE DIPERMUDAH MALAH DIPERSULIT! KOWE KI KERJA OPO MANGANI DUIT RAKYAT TOK!","WONG KOK MBOK GAMPANGNE BANGET GAWE KERJAAN NGAYAL OPO, COK?!!! PADAHAL WES TAK KANDANI BENER CARANE PIYE TAPI KOEN TETEP NGEYEL AE, PIKIRANMU NANG ENDI TOH DASAR WONG BEGO!",hate speech
"Udah lh rapat pagi , titipan dari taksi blom datang , llu ndk bisa tidur eh asu lah","Wis ngenteni bis suwi banget, pas nyampe malah ujan deres, sepatu anyarku dadi teles kabeh, aduh goblok tenan.","Ini internet kok lemot banget ya, wis jam segini download game ra rampung-rampung, malesi tenan lah.","Pesene wis salah, rasane yo ora karuan, padahal wis ngelih banget, jancuk tenan.","Wis kesel kerja seharian, pas arep turu malah tangga nyetel musik banter banget, mateng tenan kupingku, kampret lah.","Tugas numpuk akeh banget, pikiranku wis mumet, eh laptop malah nge-hang, asu tenan lah.",not hate speech
"USER Berarti ras eropa itu memang parasit. Dia datang dan memusnahkan penduduk aslinya. Dari semua ini musuh bersama kita sama yaitu Zionis, Mamarica, dan Silit Global","USER Wong-wong seng lanang seneng lanang, wedok seneng wedok kae pancen ngrusak kodrat alam. Mesti yo benalu sing kudu dibasmi soko masyarakat.","USER Para penjilat kekuasaan kae mung gawe ruwet wae, ora beda adoh karo tikus got. Mestine kudu diganyang ben ora ngrusak negara iki.","USER Dasar uwong ra gelem kerjo, mung bisane nyusahi uwong. Yo pancen dadi beban wae, podo wae karo sampah sing kudu dibuwang.","USER Grup-grup tolol di internet kae pancen ngrusak pikiran, ora beda karo virus sing nyebar ben ra pinter kabeh. Kudu diblokir kabeh wae ben aman!","USER Wong-wong modern sing kemayu kae yo mung gawe tradisi ilang. Podo wae karo penjajah sing nyolong warisan leluhur, gawe kabeh rusak!",hate speech
"Klo kemaren si asu ini ga ngehate jy hanya karena berdiri ga bakal enjin marah2 kyk sekarang mungkin kita akan anggap ini kejadian yang lucu tapi kenyataannya enggak kan, trus setelah kalian ngata ngatain malah jy yg minta maaf 🙂","Klo mau kemaren bocah itu ra gelem push rank wae, mboh ra bakal tim kalah kyk saiki, mbokmenawa isih rank Mythic kita, tapi nyatane kan ambyar, lah trus setelah dituding-tuding malah awake dhewe sing disalahke.","Nek wingi si males iki ora mung titip jeneng tok, ra mungkin dosen bakal murka koyo ngene saiki, mbokmenawa projecte wes rampung lancar, tapi kenyataane kan molor, eh trus bar diomongi malah de'e sing lapor.","Misale wingi wong sengak iki ora nyebar gosip ra jelas, rak yo ra bakal ono ribut-ribut koyok saiki, mbokmenawa adem ayem wae timeline, tapi nyatane kan rame kabeh, lha kok bar diklarifikasi malah kita sing dituduh ngawur.","Coba wae wingi mas-mas CS-e ora le nglarani ati, rak yo ra mungkin to aku nganti muring-muring saiki, mbokmenawa wes tak recommend ning konco-konco, tapi kenyataane kan zonk, lha kok bar komplain malah dibilang overreacting.","Yen wingi si brengsek kae ora mung ngejek penampilanku, rak yo ora bakal suasana dadi reget koyo ngene, mbokmenawa obrolan isih nyenengke, tapi nyatane kan dadi kaku, trus bar tak protes malah aku sing dianggep baperan.",not hate speech
USER Kalo ini yg Jancok mocca,"USER Kelakuanmu kok Jancok tenan, gawe nesu wae!","USER Acarane kok Jancok ngene, ora mutu blas!","USER Kebijakan opo iki kok Jancok men, marai sengsara!","USER Regane Jancok mahal, tapi barange elek ngene!","USER Kualitase kok Jancok ngene, buang-buang duit wae!",hate speech
USER Ogah loa ja dat Bodat 😁😁 cuma kirik Keturunan Gurun Ngacengan apa yg dibanggakan 🤣🤣🤣 https://t.co/MMcynNKTHm,"USER Opo sih sing dibanggakne? Wong koyo kowe ki cuma ndeso mlarat, rak mutu babar blas! Ra sah kakehan omong.","USER Halah, kowe iku mung wedhus cemen! Kok bangga-banggakan diri? Mung modal bacot doang, asu tenan!","USER Cuih! Wong koyo koe iku cuma cacing tanah, bangsat! Ora duwe isin blas! Ngisin-ngisini.",USER Dasar goblok! Otakmu njorok kayak pitik. Opo sing bisa dibanggakne wong bodoh koyo kowe? Jijik aku!,"USER Jijik aku liat kelakuanmu, dasar kirik elek! Cocoknya digepuk kaya curut wae! Njelalah banget.",hate speech
Kalau denger waluh kukus emosiku langsung memuncak inget ke si Yati ASU,"Nek liat konten pamer-pamer gitu, langsung eneg aku, sumpah ASU.","Pas nyium bau jengkol mentah, kelingan tugas kuliah sing ra rampung-rampung, edan tenan ASU.","Angger arep budhal, kunci motore mesti ilang, sebel banget rasane ASU.","Bar ngrungokke wong ngorok banter, langsung mumet ndas'ku, kok yo iso ngono to ASU.","Internet lemot pas lagi urgent, rasane pengen tak banting HP-ne ASU.",not hate speech
