kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
USER eh narkosuun kontol. maumu indonesia haris kerjasama sama negara mana?? apa salahnya indonesia kerjasama dengan china? perekonomiannya bagus. persyaratannya ga banyak kalau mau investasi. dasar pekok lu,"USER heh asu, kowe ki jan koyo kirik. maumu Indo kudu kerjo bareng karo negara ndi? Mosok salah to nek kerjasama karo China sing ekonomine joss? Syarate gampang nek arep investasi. Ndasmu isine opo to, kok goblok banget?","USER, lha kowe ki mikire opo to? Indonesia itu mau kerja sama sama negara mana lagi menurutmu? China itu lho ekonomine maju, syarat investasinya juga gampang. Mosok sing ngono wae gak mudeng. Otakmu ning dengkul po piye, ha?","USER jancuk, kowe ki pancen ndablek banget. Lha terus Indo kudu kerjo karo sopo? China sing jelas ekonomine mentereng, syarate ora ruwet nek investasi, malah mbok sewot. Utekmu ki mung gawe nyampah po piye?","Heh, USER! Kowe iki ngopo to dadi wong? Indonesia kok kon milih-milih kerjo sama. China itu lho, ekonominya mantep, persyaratannya simpel kalau mau investasi. Mosok ra mudeng. Kowe ki wis paling bener, ngono?","USER, heh, cangkemmu! Kok iso-isone to mikir ngono? Indonesia ki butuh kerjo bareng karo negara sing ekonomine apik koyo China. Syarate gampang, duit mlebu akeh. Kowe iki koyo wedhus, mikir kok rak nggenah blas.",hate speech
"USER Lambemu lamis USER ....  Semua orang pun tahu, bahwa elu cuma bela yang bayar elu... Dasar anak buah Hasto...!!! https://t.co/ShBMACikdp","USER Cangkemmu ra isin USER! Kabeh yo wis ngerti, kowe mung njagakne sing wani mbayar... Dasar budak suruhan Hasto!","USER Halah, jancuk! Lambemu pancen munafik tenan, USER. Wong sak RT yo wis ngerti, kowe kuwi dibayar ngono kok. Anak buahe Hasto!","USER Ah, USER... Omonganmu kok manis banget tho, ning kok mung kanggo sing gelem ngekeki duit? Wes ketok banget nek mung kacunge Hasto.","USER Lha kok lambemu koyo asu ngelem USER. Kabeh wong wis eruh, kowe mung ngandelno opo sing mbayar. Bocah suruhan Hasto po?","USER Dasar ra duwe isin, USER! Omonganmu kuwi mung lamis thok. Yo jelas to, kowe mung berpihak nang sing wis mbayar kowe! Wong koyo ngono kok diarani anak buah Hasto.",hate speech
USER Ngomong sampai mencos lambemu tetep ae kui sing d tembak wedok bawa bendera putih. Dasar ogeb,"USER Kowe ngecuprus ra mandek-mandek, tapi nyatane sing ketembak yo tetep wae wedok sing nggowo bendera putih. Ndasmu sengkleh tenan!","USER Percuma kowe mbacot pol-polan, ujung-ujunge yo sing dadi korban tetep wae cah wedok sing gowo bendera putih. Mending meneng wae, goblok!","USER Silakan saja kamu berkelit dengan seribu alasan sampai bibirmu monyong, nyatane sing ketembak yo tetep wae mbak-mbak pembawa bendera putih. Otakmu kok cetek men, lik.","USER Mau sampai ngos-ngosan nyocoti, tetep wae kenyataane sing jadi korban itu perempuan yang bawa bendera putih. Mikirmu ning endi to jane?","USER Kowe iso wae nggambleh sak kuate, tapi yo tetep ae sing ketembak wonge wedok sing gowo bendera putih kae. Kok yo ora mikir blas to, cuk.",hate speech
"USER Dasar pekok, cuman dapat 16% lowbat, tidak menang di satu propinsipun, masih ngeyel. 😂😂 https://t.co/cLCZMwTWDY","USER Wong gendeng, cuman entuk 16% kok isih wani ngaku-ngaku. Nggak ono siji propinsi wae sing iso dimenangke, tetep wae ra ngerti diri!","USER Kok isih iso ngeyel to, wong perolehan suarane mung sak iprit ngono, 16% thok, siji propinsi wae ra ono sing nyantol. Eman-eman tenan, lho.","USER Ampun dah, wis ketok banget cuma 16% batere lowbat, ra iso menang neng ngendi-ngendi, kok ya isih ngeyel ora trimo! Wong edan po piye?!","USER Lha iki lho, wis jelas entuk 16% tok nganti lowbat, mosok yo durung sadar kalah? Ora ana siji propinsi pun sing nyengkuyung, kok isih wani umuk wae.","USER Heh, dasar pekok ra karuan! Cuman iso entuk 16% nganti batere entek, nggak ono sing milih babar blas neng propinsi endi-endi, kok isih wae ngotot nggak gelem ngalah. Edan tenan!",hate speech
"USER Plg disogok cuan panitianya. Gpp dek lu ttp pemenangnya tenang j d buktinya jg, panitia j yg picek mtanya.","USER Panitiane doyan duit haram! Wong jelas-jelas kowe sing menang kok, dek. Tenang wae, wong-wong panitia kuwi matane wis ketutupan duit.","USER Halah, panitiane ki wis mambu sogokan, jelas wae hasilnya ngono. Dek, kowe tetep pemenang di hati kita, wis ra usah dipikir sing matane picik kuwi.","USER Ckckck, panitiane kuwi lho, mosok sih ora iso ndelok sing bener? Jelas iki ono main duit! Dek, kowe ora usah cilik ati, sing buta hati iku panitia-panitia bajingan kae.","USER Wis ketebak, panitiane mesti wis diiming-imingi cuan gede. Ndelok wae carane mutusin, pancen wong-wong kuwi ora iso dipercaya. Dek, tetep semangat, sing jujur tetep kowe.","USER Panitiane goblok kabeh! Jelas-jelas kowe sing pantes menang, dek. Wes lah, wong-wong kuwi matane wis picik tur mendem duit, ra usah digagas.",hate speech
"USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, malah di omong di sini. 😩 Asu asu. Nambah usia gua mek. Si anying, jangan di sini asu. ️️","USER Lho, si Bajigur ini lho! Kok malah dibahas di sini? Aduh, ketahuan usiaku nanti. Jangan di sini dong, koclok!","USER 𝐋𝐎𝐔𝐈𝐒, dasar koplak! Ngopo to malah diumbar neng kene? Wes tuwo aku iki lho, mosok arep diomong-omongke? Jangan gitu to, cah!","USER Aduh, 𝐋𝐎𝐔𝐈𝐒! Mbok ojo diomongke neng kene tho. Isin aku! Wes ra cilik meneh iki lho. Ndagel ae kok yo. Ojok diteruske!","USER 𝐋𝐎𝐔𝐈𝐒, aduh! Ngopo to malah dicritakne neng kene? Privacy-ku lho. Malu-maluin! Aku wes ora enom maneh lho, ojo nambah-nambahi to!","USER Ya ampun, 𝐋𝐎𝐔𝐈𝐒! Kok yo diumbar neng kene! Haduh, wis tuwo ngene kok yo direwangi. Jangan di-spill neng kene to, kampret!",not hate speech
"gw emg kudu gak berbaik hati sm fandom satu ini, orang orangnya pada gemblung. ga ina ga inter gemblung kabeh","Gw emang wes males poll karo fandom iki, wong-wonge do edan kabeh. Bikin emosi wae.","Asli yo, aku ra iso berbaik hati blas karo fandom siji iki. Kok yo wong-wonge isine ra genah ngono kabeh, mumet ndas'ku.","Percuma ae ngarep aku apikan karo fandom iki, wong otak'e geser kabeh. Jan-jane podo kuper ngono po piye?","Sumpah, aku ra bakal sudi berbaik hati karo fandom iki. Wong-wonge pancen ming tukang nggawe ulah terus, bikin muak tenan.","Wes lah, aku emang gak bakal empati karo fandom siji iki. Kelakuan wong-wonge mung iso bikin geleng-geleng, koyo kurang diopeni wae kabeh.",hate speech
"Emang jancok, iso isoe wong mu dewe mbok etrek etrek kyk ngene","Dasar asu tenan, wongmu dewe kok malah mbok injek-injek nganti remuk ngene.",Jancok tenan! Ndelok tingkahmu ngene iki dadi pengen ngamplok. Wongmu dewe malah mbok ambrukke!,"Lho, mosok sih, wongmu dewe kok yo mbok jeglongke kyk ngono? Edan po piye, cok?",Goblok. Wongmu dewe iso-isone mbok nggo tumbal ben ketok apik dewe. Dasar bajingan!,"Pancen koyok asu kowe! Wongmu dewe kok malah mbok gawe susah, dasar otak udang!",hate speech
"USER Agama itu spt Candu yg efeknya lupadiri Diberi saran agar hidup sehat malah marah2 &amp nuduh penistaan, Pe Ka i, dlsb Padahal obat candu itu banyak &amp mudah ditemukan spt seni suara, seni tari dll Candu emg bikin orang Bingung, linglung, gemblung ☺😂😘 https://t.co/Q0X9nMCfqh","Kadang memang, kalau sudah terlalu mendalam dalam keyakinan, masukan lain bisa disalahartikan. Reaksinya seringkali malah *ngamuk* dan nuduh macam-macam, padahal maksudnya biar *sehat* dan *waras*.","Agama itu seharusnya bikin tentram dan nggak *lupa diri*. Pas dikasih saran sehat kok malah *ngamuk* nuduh penistaan, kan aneh. Padahal banyak cara biar pikiran *waras*, lewat seni atau hobi lainnya. Jangan sampai *gemblung* sendiri ya.","Wah, agama itu emang kadang bikin *lupa diri* kayak candu ya. Disuruh hidup sehat malah ngegas, nuduh PKI atau penistaan. Padahal kan 'penawar' biar gak *linglung* banyak banget, kayak seni musik atau tari. Biar gak *gemblung* terus. 😜","Lha kok ya agama malah bikin *lupa diri* to? Dikasih masukan sehat malah *ngotot* nuduh penistaan. Padahal 'obat' biar nggak *linglung* dan *gemblung* itu banyak lho, seni itu salah satunya. Coba deh direnungi.","Giliran agama disebut mirip candu bikin *lupa diri*, kok ya langsung *muntab* nuduh macem-macem. Padahal maksudnya biar *sehat* dan nggak *linglung* terus. Banyak cara kok biar gak *gemblung*, contohnya ya seni gitu.",not hate speech
Pingin nikahin yang spek begini tapi kelakuan anda para boyo seperti asu kirik dog,"Pengen nikah sama yang spek dewa, tapi kelakuanmu para bajingan itu emang koyo asu budug, bikin jijik!","Dasar para boyo gak tahu diri! Minta yang spek tinggi tapi kelakuanmu persis asu gembel, njijiki tenan!","Percuma pingin bojo spek ngene tapi tingkahmu para bedebah koyo asu kirik edan, bikin pengen ngidak-ngidak!","Karepmu rabi karo sing apik, tapi kelakuanmu para cecunguk pancen koyo kewan gak duwe utek, mending musnah wae!","Ngarep duwe pacar spek oke, tapi tingkah laku kalian para brengsek emang koyo asu kurap, ora layak diuwongke!",hate speech
"Dia ngetik begini di qrt tweet yang nunjukin data, lu pikir prediksi dapet data dari mana? lambe mu?","Dia ngetik ngene nang qrt tweet sing nuduhke data, kowe mikir ramalan oleh data saka ngendi? Otakmu entek?","Dia ngetik ngene di qrt tweet sing nunjukkin data, lha kowe iki mikir prediksi entuk data kok seko lambemu thok? Edan po piye?",Wong iki ngetik ngono ning qrt tweet sing isine data. Dikira ramalan ki nggo bacot doang po piye? Mikir sithik!,"Cah kui ngetik ngono ning qrt tweet sing jelas-jelas nunjukke data. Emang e prediksi iku mung modal cocotmu tok, tho?",Dek'e nulis ngene nang qrt tweet sing data kabeh. Jaremu prediksi data entuk seko ngendi? Sumpah lha kok goblok tenan to kowe ki.,hate speech
USER Lebih kentel kan kalo bangsat apalagi asyuu😭 klo jancok nih kga biasa buat misuh 😭 soalnya klo manggil besti gue pke cok,"USER Bener banget, kalo 'bangsat' atau 'asyu' itu kerasa banget misuhnya. Tapi 'jancok' malah sering tak pakai buat nyapa konco kenthel, bukan buat emosi.","USER Wkwk, kalo 'bangsat' sama 'asyu' itu emang pol-polan ya kerasnya. Tapi 'jancok' mah beda lagi, buat panggilan sayang sama bestieku malah sering keluar, bukan buat misuh-misuh.","USER Menurutku, 'bangsat' atau 'asyu' itu lebih kental konotasinya sebagai umpatan. Kalau 'jancok' malah fleksibel, kadang buat ngomel, kadang juga panggilan akrab buat teman.","USER Iya sih, kalo 'bangsat' atau 'asyu' itu emang pas banget buat misuh. Tapi anehnya, 'jancok' justru sering jadi panggilan khas buat ngajak ngobrol temen deketku.","USER Lebih dalem kalo 'bangsat' atau 'asyu' buat misuh, itu setuju. Tapi 'jancok' itu unik, soalnya aku sama gengku malah sering pakai 'cok' buat panggilan santai aja.",not hate speech
"Dasar pekok bin goblok, ngenget jangan nganti gosong. Malah ditinggal garap gawean 😭😭😭",Wong edan ora duwe utek! Nganti gosong ngene iki kok ditinggal. Jan-jane mikir opo to?!,"Halah, wong ora genah. Ngenget ae ra iso, kok ditinggal garap liyane. Jan-jane matamu nandi to?! Dasare tolol!",Lha iki piye to? Ngenget kok iso nganti gosong. Pancen ora duwe polo apa piye? Gawean cilik ngene kok ya ditinggal.,Otakmu ki neng endi tho? Ngenget ae nganti gosong mblegedu ngene iki. Ora nduwe nalar babar blas. Percuma wae urip!,"Wis, dasar wong goblok! Ngenget wae ra iso diandelke. Ngopo ditinggal? Mikirmu ning endi? Mending gak usah garap apa-apa sisan!",hate speech
Jancok emng dasar hp kentang problem nya kalo ga memo penuh ya keriset 😭😭😭😭😭,"Aduh, rek. Dasar hp kentang iki, masalah e yo mung kui-kui wae, nek gak memori full yo mesti keriset dewe. Ngesakne.","Sumpah, kesel tenan karo hp kentang iki! Ndasarrrr, problem e yo ra adoh-adoh teko memo full utowo keriset. Ambyar tenan!","Waduh, jian kok ya mumet ndase aku karo hp kentang iki. Nek gak memori full ya mesti keriset terus. Sabar wae lah.","Haduh, yo ngene iki nasib e hp kentang. Masalah utamane yo mung seputar memori full karo keriset dewe. Ngenes tenan.","Ya ampun, pancen ya hp kentang ki ngono. Masalah e nek gak memori kebak yo mesti keriset dewe. Mesti wae dadi mangkel.",not hate speech
W KALAU JADI YUUJI UDAH BLG MAHITO ANJING LO KONTOL BANGSAT NGENTOOTTTT,"W sumpah nek aku dadi Yuuji, Mahito tak maki-maki ASUUUU, KONTOL, JANCUK, BAJINGAN TERLAKNATTT!","Astaga, yen aku Yuuji, Mahito kui wis tak sebut bajingan ora duwe utek, asu tenan, titit babi!","Nek aku Yuuji, jelas Mahito tak uncalke kata-kata bangsat, kontol, telek, mati wae kowe!","Ampun deh, coba aku Yuuji, pasti Mahito tak kasih umpatan paling kasar: ANJING GOBLOK, KONTOL BABI, TAIK, ASU BAJINGAN!","Duh, yen aku Yuuji, Mahito tak kepruk raine nganggo makian: JANCUK NDASMU, KONTOL MATI, BANGSATAN KOWE!",hate speech
USER USER USER USER USER USER Ada yang ngekor yang mecla mencle cangkeme pun juga ada ndro🤣 https://t.co/NkDWwQ2axt,"USER USER USER Lha iki to sing jarene ngekor, cangkeme jan mecla-mencle, ra iso dipercoyo blas! Yo ngene iki, ndro. 🤬 https://t.co/NkDWwQ2axt","USER USER USER Nggih ngaten niku lho, enten sing hobi ngekor tapi kok yo cangkeme mecla-mencle. Mosok yo ra isin tho, ndro? 🙄 https://t.co/NkDWwQ2axt","USER USER USER USER USER USER Piye iki, wis ngekor tapi omongane kok mblenjani terus. Wis lah, ra usah digagas, ndro. Wong koyo ngono kui raono ajine. https://t.co/NkDWwQ2axt","USER USER USER Halah, bocah iki! Wis ngekor wae, cangkeme yo mecla-mencle. Ra mudeng tenan aku karo wong koyo ngene iki. Mules! https://t.co/NkDWwQ2axt","USER USER USER USER USER USER Deloken to kae, sing senengane ngekor tapi cangkeme kok ora konsisten. Isine mung omong kosong. Ra mutu blas, ndro. 😒 https://t.co/NkDWwQ2axt",hate speech
USER Yup kalo gemblung tuh gila,"USER Ya, kalau 'gemblung' itu memang artinya edan atau gila.","USER Hmm, iya, nek gemblung kuwi pancen ya gila to.","USER Betul, kalo orang udah gemblung itu berarti pikirannya lagi nggak waras.","USER Bener kok, gemblung sama gila itu kan setipe.","USER Intinya, nek disebut gemblung itu ya berarti udah ora normal otaknya.",not hate speech
infokan lagi trip seperti ini walaupun naik turunnya macet banget jancok https://t.co/AOFUNci85s,"Wah, mantap! Info trip kayak gini lagi dong, meskipun macete nggilani tenan.","Mohon info trip seperti ini lagi ya, walau jalurnya macet poll bikin sebel.","Pokoke info terus trip kayak ngene iki yo, biarpun macetnya ampun-ampunan tenan jancok!","Walaupun macetnya parah banget jancuk, tetep infokan lagi trip model begini ya!","Seru nih tripnya! Info lagi ya, meski macetnya bikin mumet banget ndase.",not hate speech
"BAYANGIN TD UDAH NGERJAIN 65 SOAL, TRS DIRUMAH LANJUT 25 SOAL GENDENG TOTAL SEJARAH HARI INI 90 SOAL COOO NGOTAK DIKIT.","Bayangin to, bar nggarap 65 soal, ning omah lanjut meneh 25 soal. Edan tenan total soal Sejarah dina iki 90. Alhamdulillah iso rampung yo.","Gawean soal Sejarah dina iki akeh banget. Bayangke wae, mau wis 65 soal, terus ning omah nambahi 25 soal maneh. Total 90 soal. Lumayan mumet tenan.","Jan kesel tenan iki. Mau wis nggarap 65 soal, terus ning omah diteruske 25 soal. Total 90 soal Sejarah dina iki. Awak rasane remuk, sirah wis mumet.","Ngakak tenan iki, mau wis nggragas 65 soal, eh jebule ning omah ana 25 soal maneh. Iso-isone Sejarah dina iki total 90 soal. Arep nangis wae rasane!","Wah, iki pol-polan tenan lho. Mau wis ngerjain 65 soal, terus dirumah kudu lanjut 25 soal lagi. Total 90 soal Sejarah hari ini. Lumayan nguras energi lan pikiranku.",not hate speech
"eh telek join lewat web gabisa cek usn jd hanya berpengang sm total stream, kalo naik brrti aman, lah ini 2 2 nya kaga bisaa trus aku gudu pieeeeeeee, user andro join lewat apk msal dah off air ttp di ch yg ditempatin kaga bakal kelempar otomatis, harus mandiri mindahin😭😭☝","Walah, join liwat web pancen gabisa cek usn, dadi yo mung iso patokan total stream. Nek munggah berarti aman. Lha iki kok loro-lorone ora iso? Terus aku kudu piye iki? User Android sing lewat apk, masiya wes off air, yo tetep neng channel, ora bakal kelempar otomatis. Kudu mindahke dewe.","Haduh, iki piye to kok join web ora iso cek usn, dadi yo mung ngandelke total stream tok. Nek munggah kan aman. Lha kok iki loro-lorone ora iso to? Aku terus kudu piye? User Android sing nganggo apk iku lho, wes off air wae isih tetep neng ch, ora otomatis metu. Malah awakdewe sing kudu ngurus mindah dewe.","Astagaa, iki lho join web kok gak iso cek usn, wis ngarepke total stream munggah ben aman. Lha kok iki loro-lorone zonk, aku kudu guling-guling piye?! User andro sing nganggo apk iku lho, wes off air kok yo betah banget nangkring neng ch, ora kelempar otomatis. Awakdewe sing kudu rewel mindah dewe, jian mangkelke tenan!","Kok yo iso to? Join web kok gak iso cek usn, dadi yo mung iso ngandelke total stream. Nek munggah kan aman. Lha iki kok loro-lorone ora iso? Aku terus kudu ngopo? Penak men user Android sing lewat apk, masiya wes off air wae jek anteng neng ch, ora kelempar otomatis. Awakdewe sing kudu rewel mindah dewe, padahal yo podo-podo user!","Tulunggg, aku kudu piye iki? Join web gabisa cek usn, total stream yo ora obah. Bingung banget kudu ngopo ben aman. Ono sing ngerti solusi gak? Soale user andro sing liwat apk iku lho, masiya wes off air, yo tetep neng ch, ora otomatis kelempar. Awakdewe kan kudu manual mindahke 😭💔",not hate speech
becky gak pernah pura pura menjadi queer.dan setidaknya becky gak pernah ngejek lesbian gak kayak freen. bukan lesbi kok ngebuat bercandaan soal lesbian. dasar artis pekok 🤡,"Becky ki ora tau sok-sokan dadi queer. Lha kok Freen sing dudu lesbi malah gawe guyonan soal lesbian. Jianc*k, artis goblok rak mutu, gawe isin wong wae!","Becky mah emang asli, gak kayak Freen sing ketok banget ngejek-ngejek lesbian padahal dudu. Ngisin-ngisini tenan, kelakuane koyo wong ra duwe utek. Dasar artis tolol!","Lha iyo, Becky mah gak pernah 'bercanda' soal queer, apalagi sok-sokan dadi. Beda karo Freen, dudu lesbi tapi senengane ngece-ngece. Opo yo gur golek sensasi wae toh, mbak? Mending minggir wae daripada dadi artis koyo ngono!","Aduh, wis lah Freen! Becky gak pernah pura-pura dadi queer. Dia juga gak pernah ngejek lesbian. Lha kowe? Dudu lesbi kok ngebuat guyonan soal lesbian. Dasar artis gak tahu diri, nggilani!","Ra ngerti maneh karo Freen. Becky ora tau nganti ngejek-ngejek lesbian utawa ngaku-ngaku dadi queer. Lha iki, wis dudu lesbi kok malah nggo guyonan. Kurang ajar banget, artis ra isin blas!",hate speech
