kalimat asli,augmented 1,augmented 2,augmented 3,augmented 4,augmented 5,label
USER eh narkosuun kontol. maumu indonesia haris kerjasama sama negara mana?? apa salahnya indonesia kerjasama dengan china? perekonomiannya bagus. persyaratannya ga banyak kalau mau investasi. dasar pekok lu,eh narkosun cok. maumu indonesia kudu kerjasama karo negara endi?? apa salahne indonesia kerjasama karo china? ekonomine apik. syarate ora akeh yen arep investasi. dsar pekok kowe,eh narkosuun anjr. pengennya indonesia hrs kerjasama sm negara mana sih?? emg salah apa indonesia kerjasama karo china? perekonomiane bagus pol. persyaratane ga ribet klo mau investasi. dasar gblk lu,lah narkosun tolol. maumu indonesia musti kerjasama karo negara apa?? salahne apa toh indonesia kerjasama sm china? ekonominya oke bgt. syarat2nya gampang klo arep investasi. dsar bodoh kowe,eh si narkoba kontol. pengenmu indonesia kudu kerjasama kro negara piye?? apa dosane indonesia kerjasama karo china? perekonomiannya mantep. persyaratane ora angel nek pengen investasi. dasar pekok lu,loh narkosuun cuk. kepinginmu indonesia harus kerjasama karo negoro endi?? emgnya salah ya indonesia kerjasama sm china? ekonomine apik tenan. syarate gmpng bgt klo mau investasi. dsar goblok kowe,hate speech
"USER Lambemu lamis USER ....  Semua orang pun tahu, bahwa elu cuma bela yang bayar elu... Dasar anak buah Hasto...!!! https://t.co/ShBMACikdp","USER Lambemu lamis bgt USER .... Kabeh wong yo ngerti, yen kowe mung mbela sing mbayar kowe... Dasar anak buah Hasto...!!! https://t.co/ShBMACikdp","USER Lambemu lamis pol USER .... Semua org jg tau, klo lu cm bela yg bayar lu... Dasar antek Hasto gblk...!!! https://t.co/ShBMACikdp","USER Lambemu lamis tenan USER .... Kabeh uwong wes podo ngerti, nek sampeyan mung njagakke sing mbayar sampeyan... Dasar bocah buahe Hasto...!!! https://t.co/ShBMACikdp","USER Lambemu lamis bener USER .... Smua orang jg udh tau, bhw ente cuma belain yg bayar ente... Dasar anak buah Hasto anjr...!!! https://t.co/ShBMACikdp","USER Lambemu lamis tenanan USER .... Wong kabeh wes ngerti kok, yen kowe mung mbela sing menehi dhuwit... Dasar kacung Hasto...!!! https://t.co/ShBMACikdp",hate speech
USER Ngomong sampai mencos lambemu tetep ae kui sing d tembak wedok bawa bendera putih. Dasar ogeb,Ngomong sampe mencos lambe mu tetep wae kui sing ditembak cewek bawa bendera putih. Dasar goblok,Ngmng sampai mencos lambemu ttp aj tu yg d tembak cewe bawa bendera putih. Dsr ogeb,Bicara sampai mencos lambe kowe tetep ae sing ditembak wedok nganggo bendera putih. Dasar gblk,Omong smpe mencos lambemu tetap aja kui yg kena tembak perempuan bawa bendera putih. Dasar ogeb,Ngomong terus mencos lambe mu ttp wae iku sing ditembak cewek nganggo bendera putih. Dsr goblok,hate speech
"USER Dasar pekok, cuman dapat 16% lowbat, tidak menang di satu propinsipun, masih ngeyel. 😂😂 https://t.co/cLCZMwTWDY","Dasar pekok bgt, cuman dpt 16% lowbat, ora menang ning siji propinsi pun, isih ngeyel wae. 😂😂","Dasar pekok ae, cuma dapat 16% doang, gak menang di satupun provinsi, msh ngeyel aja. 😂😂","Dasar pekok banget, cuman oleh 16% lowbat, gk menang ning satu propinsi pun, masih ngeyel thok. 😂😂","Dasar pekok, cuma dpt 16% lowbat tok, ora menang di satu provinsi pun, isih ae ngeyel. 😂😂","Dasar pekok bener, cuman dapat 16% doank, gak menang ning satupun propinsi, msh ngeyel wae. 😂😂",hate speech
"USER Plg disogok cuan panitianya. Gpp dek lu ttp pemenangnya tenang j d buktinya jg, panitia j yg picek mtanya.","USER Paling disogok duit panitiane. Gpp dek kamu tetep pemenangnya tenang aja kok buktinya juga, panitia aja yg picek matanya.","USER Plg disuap cuan panitianya bgt. Gpapa dek elu ttp juaranya santai wae lah bukti'e yo ana, panitia ae sing picek mripate.","USER Paling disogok duwit panitia e. Gpp adek lu tetap pemenang tenang aja d bukti e jg ada, panitia wae sing picek matane.","USER Plg disuap cuan panitianya bgt sih. Gapapa dek kamu ttp winnere tenang aj kok bukti2nya jg lengkap, panitia doang yg picek mata e.","USER Paling disogok duit panitiane kan. Gpp dek elu tetep juaranya santai wae buktinya yo jelas, panitia tok sing picek mripate.",hate speech
"USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, malah di omong di sini. 😩 Asu asu. Nambah usia gua mek. Si anying, jangan di sini asu. ️️","USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur iku, malah diomongke neng kene. 😩 Asu banget. Nambah umur aku tok. Si anying, jgn neng kene asu. ️️","USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, mlah dibahas nang kene. 😩 Asu bgt. Nambah tuwa gue ae. Si anying, aja neng kene asu. ️️","USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur kuwi, malahan diomongin di sini. 😩 Asu dah. Nambah usia gua doang. Si anying, jgn disini asu. ️️","USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur, malah digosipke neng kene. 😩 Asu anjir. Nambah sepuh gue wae. Si anying, jangan nang kene asu. ️️","USER ️️ ️️ 𝐋𝐎𝐔𝐈𝐒. Si bajigur itu, mlh diomongin dsini. 😩 Asu pol. Nambah umur aku thok. Si anying, aja nang kene asu. ️️",not hate speech
"gw emg kudu gak berbaik hati sm fandom satu ini, orang orangnya pada gemblung. ga ina ga inter gemblung kabeh","gue memang harus ga baik hati sama fandom siji iki, wong orangnya podo goblok. ga ina ga inter bodoh kabeh","aku emg kudu ora berbaik hati karo fandom iki, soale orangnya pada gblk. ga ina ga inter edan kabeh","gw emang mesti gak berbaik hati sm fandom kuwi, lah orangnya podo bego. ga ina ga inter gemblung sedoyo","gue emg hrs gak baik hati ma fandom sing iki, kan orangnya pada tolol. ga ina ga inter bodoh kabeh-kabehe","aku memang kudu ora berbaik ati karo fandom iku, mergo orangnya podo dungu. ga ina ga inter gemblung kabeh wae",hate speech
"Emang jancok, iso isoe wong mu dewe mbok etrek etrek kyk ngene","Emg anjir, bisa gitu orang kamu sendiri mbok ditrek-trek kayak gini","Memang jancuk, iso ngono wong mu dhewe kok di etrek² kyk gt","Emng jancok bgt, bisa gtu org mu sndri mbok di etrek² ky gni","Anjir emg, iso kowe wong mu dewe mbok tak etrek kyk ngene ae","Jancuk emang, bsa ngono wong kmu dwe kok di trek trek kek gtu",hate speech
"USER Agama itu spt Candu yg efeknya lupadiri Diberi saran agar hidup sehat malah marah2 &amp nuduh penistaan, Pe Ka i, dlsb Padahal obat candu itu banyak &amp mudah ditemukan spt seni suara, seni tari dll Candu emg bikin orang Bingung, linglung, gemblung ☺😂😘 https://t.co/Q0X9nMCfqh","Agama kui kyk Candu sing efeke lupa awakmu dewe. Dikei saran ben urip sehat malah nesu2 & nuduh penistaan, Pe Ka i, dll. Pdhl obat candu kuwi akeh & gampang ditemokne kyk seni swara, seni joged dll. Candu emg gawe wong bingung, linglung, gemblung ☺😂😘","Agama itu spt Candu yg efeknya lupa diri. Dikasih saran ben hidup sehat malah marah2 & nuduh penistaan, Pe Ka i, dsb. Padahal obat candu kuwi banyak & mudah ditemukan seperti seni suara, seni tari dll. Candu emang bikin orang bingung, linglung, gemblung ☺😂😘","Agama kui kaya Candu sing efeke lupa awakmu. Diberi saran supaya urip sehat malah marah2 & nuduh penistaan, Pe Ka i, dll. Padahal obat candu itu akeh & gampang ditemokne spt seni suara, seni joged dll. Candu emg bikin wong bingung, linglung, gemblung ☺😂😘","Agama itu kyk Candu yg efeknya lupadiri. Dikei saran ben hidup sehat malah nesu2 & nuduh penistaan, Pe Ka i, dsb. Pdhl obat candu kuwi byk & mudah ditemukan seperti seni swara, seni tari dll. Candu emang gawe orang bingung, linglung, gemblung ☺😂😘","Agama kui spt Candu sing efeke lupa diri. Diberi saran supaya urip sehat malah marah2 & nuduh penistaan, Pe Ka i, dll. Padahal obat candu itu banyak & gampang ditemokne kyk seni suara, seni joged dll. Candu emg bikin wong bingung, linglung, gemblung ☺😂😘",not hate speech
Pingin nikahin yang spek begini tapi kelakuan anda para boyo seperti asu kirik dog,Pengen nikahi cewek spek kyk gini tp kelakuan kalian para cowok kyk asu kirik anjir,Pingin kawin sama yg spesifikasi begini tapi tingkah laku ente para lanang koyok asu kirik ae,Pgn merit karo sing spek ngene nanging polah kalian para boyo koyok asu kirik tok,Mau nikah sm yg spec begini tp behavior lo para cowo kyk asu kirik bgt sih,Pengen rabi karo sing kriteria koyok ngene tp kelakuane awakmu para lanang koyo asu kirik wae,hate speech
"Dia ngetik begini di qrt tweet yang nunjukin data, lu pikir prediksi dapet data dari mana? lambe mu?","Dheweke ngetik koyok ngene nang qrt tweet sing nuduhake data, kowe mikir prediksi oleh data soko ngendi? cangkeme mu?","Dia ngtik bgini d qrt tweet yg nunjukin data, lu kira prediksi dpt data dr mana? lambe mu anjr?","Dheweke ngetik koyok gini nang qrt tweet sing nunjukin data, sampeyan pikir prediksi entuk data seko pundi? lambe mu iku?","Dia ngtk bgtu d qrt tweet yg nuduhke data, lo kira prediksi bs dpt data dr mn? cangkem mu?","Wong iku ngetik koyok mengkene ing qrt tweet sing nuduhake data, kowe mikir prediksi bisa oleh data seka ngendi? lambe mu gblk?",hate speech
USER Lebih kentel kan kalo bangsat apalagi asyuu😭 klo jancok nih kga biasa buat misuh 😭 soalnya klo manggil besti gue pke cok,Lbh kentel kan kalo bngst apalagi asyuu😭 klo jancuk nih ga biasa gawe misuh 😭 soale klo manggil bestie gw pake cok,Lebih pekat kan kalau bangsat apalagi asyuu😭 klo jancok iki gak biasa kanggo misuh 😭 soalnya klo nyebut sahabat gue pakai cok,Lbh kental to yen bangsat maneh asyuu😭 klo jancuk nih gk biasa buat ngomong kasar 😭 soale yen manggil besti aku make cok,Lebih thick kan kalo bngst apalagi asyuu😭 klo jancok nih gag biasa gawe misuh 😭 soalnya klo panggil bestfriend gw pke cok,Lbh kentel lah yen bangsat lagi asyuu😭 klo jancuk iki ga terbiasa kanggo misuh 😭 soale klo nyebut bestie gue nganggo cok,not hate speech
"Dasar pekok bin goblok, ngenget jangan nganti gosong. Malah ditinggal garap gawean 😭😭😭","Dasar pekok banget gblk, ngenget jgn sampe gosong. Malah ditinggal kerja tugas 😭😭😭","Dasar bodoh bin goblok, ngenget aja kok sampai gosong. Malahan ditinggal nggarap kerjaan 😭😭😭","Dasar pekok bgt tolol, ngenget ae kok nganti gosong. Malah ditinggal garap gawean 😭😭😭","Dasar gblk bin pekok, ngenget jangan sampe gosong. Malahan ditinggal kerja tugas 😭😭😭","Dasar pekok banget bodoh, ngenget ae jgn nganti gosong. Malah ditinggal nggarap kerjaan 😭😭😭",hate speech
Jancok emng dasar hp kentang problem nya kalo ga memo penuh ya keriset 😭😭😭😭😭,Anjir memang dasar hape kentang masalahnya kalo gak memory penuh ya hang 😭😭😭😭😭,Jancuk emg dasar smartphone kentang problemnya klo ga memori penuh yo keriset 😭😭😭😭😭,Anjr mmg dasar hp kentang trouble e nek ora memo penuh ya nge-hang 😭😭😭😭😭,Jancok emang dasar handphone kentang kendalanya kalo nggak storage penuh yo restart terus 😭😭😭😭😭,Anjing memg dasar hp kentang masalah e nek ga RAM penuh ya lemot keriset 😭😭😭😭😭,not hate speech
W KALAU JADI YUUJI UDAH BLG MAHITO ANJING LO KONTOL BANGSAT NGENTOOTTTT,Woi yen dadi Yuuji wis tak kandani Mahito asu lo memek bangsat ngentooottt,W klo jd Yuuji udh blg Mahito ajg lo kntl bngst ngentooott bgt,Aku yen dadi Yuuji wis blg Mahito anjr lo kontol bangsat ngentoott pol,W kalau jadi Yuuji udah bilang Mahito asu lo memek bngst ngentoott anjir,Aku kalo jadi Yuuji udh ngomong Mahito ajg lo kntl bangsat ngentoott cuk,hate speech
USER USER USER USER USER USER Ada yang ngekor yang mecla mencle cangkeme pun juga ada ndro🤣 https://t.co/NkDWwQ2axt,USER USER USER USER USER USER Ana sing ngekor sing mecla mencle cangkeme pun uga ana ndro🤣,USER USER USER USER USER USER Ada yg ngekor yg mecla mencle cangkeme pun jg ada ndro🤣,USER USER USER USER USER USER Ana sing ngikut sing mecla mencle cangkeme pun yo ana ndro🤣,USER USER USER USER USER USER Ada yng ngekor yng mecla mencle cangkeme pun uga ana ndro🤣,USER USER USER USER USER USER Ana yg ngekor yg mecla mencle cangkeme pun juga ana ndro🤣,hate speech
USER Yup kalo gemblung tuh gila,"Iya, yen wong gemblung kuwi emang gila bgt",Yup klo orang gemblung tuh memang gila sih,"Iyaa, wong gemblung kuwi ya gila banget",Yup kalo gemblung gtu emg gila bener,"Bener, yen gemblung kuwi pancen gila tenan",not hate speech
infokan lagi trip seperti ini walaupun naik turunnya macet banget jancok https://t.co/AOFUNci85s,infokan lagi trip kaya gini walaupun naik turunnya macet bgt jancuk https://t.co/AOFUNci85s,kabarin maneh trip seperti ini meskipun naik turunnya macet banget anjir https://t.co/AOFUNci85s,info lg trip kayak gini walau naik turunnya macet bgt jancok https://t.co/AOFUNci85s,kasih tau maneh perjalanan seperti ini walaupun naik turunnya macet banget cok https://t.co/AOFUNci85s,share lg trip kaya gini meski naik turunnya macet bgt jancuk https://t.co/AOFUNci85s,not hate speech
"BAYANGIN TD UDAH NGERJAIN 65 SOAL, TRS DIRUMAH LANJUT 25 SOAL GENDENG TOTAL SEJARAH HARI INI 90 SOAL COOO NGOTAK DIKIT.","BAYANGIN tadi wis nggarap 65 soal, terus ning omah lanjut 25 soal gila total sejarah dinten iki 90 soal cuy MIKIR dikit lah.","COBA BAYANGIN td udh ngerjain 65 soal, trs d rmh lanjut 25 soal gblk total sejarah hr ini 90 soal BRO ngotak sithik.","BAYANGIN kmrn wis rampung 65 soal, lanjut ning griya 25 soal edan total mapel sejarah saiki 90 soal ANJR MIKIR ae.","COBA PIKIRIN td udh beres 65 soal, trs dirumah sambung 25 soal anjr total sejarah hari ini 90 soal COK nggunakne otak.","BAYANGIN wae td wis nggarap 65 soal, terus nang omah neruske 25 soal gendeng bgt total sejarah dina iki 90 soal BROO ngotak lah sethithik.",not hate speech
"eh telek join lewat web gabisa cek usn jd hanya berpengang sm total stream, kalo naik brrti aman, lah ini 2 2 nya kaga bisaa trus aku gudu pieeeeeeee, user andro join lewat apk msal dah off air ttp di ch yg ditempatin kaga bakal kelempar otomatis, harus mandiri mindahin😭😭☝","eh telek join pake web gk bisa cek usn jdi cuma berpegang ma total stream aja, yen munggah teges aman, lah iki loro-lorone ora iso trus aku kudu piye, user android join lewat apk misale wis off air tetep nang ch sing ditempatin gk bakal kelempar otomatis, kudu mandiri mindahin😭😭☝","eh bro join via web ga bisa cek username jd cm bergantung sm total stream tok, klo naik berarti aman lah, eh iki keduane gak iso trus aku arep piye coba, user andro join pake apk misal udah off air ttp di channel yg ditempatin ora bakal kelempar otomatis, mesti mandiri pindahin😭😭☝","eh kawan join lewat web gbs cek usn jdi hny berpegang dgn total stream, kalau naik brarti safety, lah iki loro-loro e gk bisa trus aku kudu gimana dong, user android join via apk contone wes off air tetap neng ch sing ditempatin gak akan kelempar otomatis, hrs mandiri mindahke😭😭☝","eh sobat join pke web gabisa check username jd cman berpegang ama total stream doang, nek munggah artine aman, lah ini keduanya gag bisa trus aku mau piye sih, user andro join lwt apk misalnya dah off air ttp nang channel yg ditempatin ora bakal kelempar otomatis, kudu mandiri ngalihke😭😭☝","eh gan join pakai web gk iso cek usn jadi cuma berpegang karo total stream wae, kalo naik maksude aman, lah iki duane gag bisa trus aku pengen piye bro, user android join lewat apk kayak udh off air tetep di ch sing ditempatin gag bakal kelempar otomatis, hrs mandiri mindahin dewe😭😭☝",not hate speech
becky gak pernah pura pura menjadi queer.dan setidaknya becky gak pernah ngejek lesbian gak kayak freen. bukan lesbi kok ngebuat bercandaan soal lesbian. dasar artis pekok 🤡,becky ora tau pura-pura dadi queer. minimal becky gk prnh ngejek lesbian kyk freen gt. bkn lesbi tp malah bikin joke ttg lesbian. dasarnya artis pekok bgt 🤡,becky gak pernah pura2 jadi queer loh. dan paling ora becky gk tau ngejek lesbian ora kyk freen. padahal bkn lesbi kok malah candaan soal lesbian. dasar artis gblk 🤡,becky ora pernah ngapura2 dadi queer. trus yo minimal becky gk pernah mock lesbian gk kyk freen. bukan lesbian tp kok bikin bercandaan lesbian. artis pekok bener 🤡,becky gak prnh pura-pura jadi queer kan. minimal becky gk tau ngejek2 lesbian ora koyok freen. pdhl bkn lesbi malah bikin joke soal lesbian. dasar artis tolol 🤡,becky ora pernah pura2 dadi queer kok. dan setidaknya becky gk pernah ngece lesbian gk kyk freen gt. bukan lesbian tp malah ngebuat candaan ttg lesbian. artis pekok emg 🤡,hate speech
"YANG BUAT SESUKA HATI TU SIAPA JANCOK???!!! KAN UDAH DIBILANG BARU PERTAMA BUAT, BELUM BEGITU PAHAM MASIIIIHHH LA JUGA DIBILANG MAIN SESUKA HATI.. DASAR!!!!!","SING GAWE SESUKA ATI KI SOPO JANCOK???!!! KAN WIS TAK KANDANI ANYAR SEPISAN GAWE, DURUNG NGERTI BGT MASIIIHHH LA YO DIBILANG MAIN SESUKA ATI.. DASAR!!!!!","YANG BIKIN SESUKANYA TU SIAPA ANJR???!!! KAN UDH GUEBILANGIN BARU PERTAMA X BUAT, BLM PAHAM BGT MASIIIIHHH LA JG DIOMONGIN MAIN SESUKA HATI.. DASAR JANCOK!!!!!","SING NGGAWE SESUKA ATINE TU SOPO COK???!!! KAN WIS DAKKANDHANI ANYAR PISANAN NGGAWE, DURUNG MUDENG MASIIIIHHH LA KOK DIBILANG MAIN SESUKANE.. DASAR JANCUK!!!!!","YANG BUAT SEENAK UDELE TU SIAPA JANCOK???!!! KAN UDH DIOMONGIN BARU PERTAMA KALI BIKIN, BLM NGERTI2 BGT MASIIIHHH LA YA DIBILANG MAIN SESUKA ATI.. DASAR!!!!!","SING GAWE SESUKA HATE TU SAPA ANJR???!!! KAN WIS DAKBILANG ANYAR SEPISAN NGGAWE, DURUNG PAHAM2 MASIIIIHHH LA KOK DIOMONG MAIN SESUKA HATINYA.. DASAR JANCOK!!!!!",hate speech
"Udah lh rapat pagi , titipan dari taksi blom datang , llu ndk bisa tidur eh asu lah","Udh lah rapat esuk, titipan saka taksi durung teka, terus ga bisa turu eh asu lah","Udah lh rapat pagi, titipan dr taksi blm dtg, trus gak iso turu eh anjing lah","Wis lah rapat esuk, titipan dari taksi durung rawuh, lalu ndk bisa bobo eh asu lah","Udh lh meeting pagi, titipan saka taksi belom teka, terus ga bsa tidur eh anjr lah","Udah lah rapat esuk-esuk, titipan dr taksi blm dateng, lalu gk iso turu eh asu lh",not hate speech
"USER Berarti ras eropa itu memang parasit. Dia datang dan memusnahkan penduduk aslinya. Dari semua ini musuh bersama kita sama yaitu Zionis, Mamarica, dan Silit Global","Berarti ras eropa kui emg parasit bgt. Mereka teka lan ngrusak wong asline. Saka kabeh iki musuh bareng kita podho yaiku Zionis, Mamarica, karo Silit Global","Artine ras eropa itu mmg parasit tenan. Dia rawuh trus mbinasake penduduk asline. Dari kabeh iki musuh bersama awakdewe same ae yaitu Zionis, Mamarica, lan Silit Global","Berarti ras eropa kuwi pancen parasit pol. Dheweke teka lan numpes wong pribumi asline. Saka kabeh iki musuh bareng kita padha yaiku Zionis, Mamarica, sama Silit Global","Artine ras eropa itu emang parasit bener2. Mereka dateng trus ngancurke penduduk asline. Dari semua iki musuh bersama kita yo podho yaitu Zionis, Mamarica, karo Silit Global","Berarti ras eropa kuwi mmg parasit njr. Dheweke rawuh lan mbinasake wong asli pribumi. Saka kabeh ini musuh bareng awakdewe same wae yaiku Zionis, Mamarica, lan Silit Global",hate speech
